run,subrun,event,col_wire,col_time,ind_wire,ind_time
8638,300,32143,31,1009,25,1011
8638,300,32157,33,1294,15,1266
8638,301,32226,33,1313,15,1285
8638,301,32237,18,954,30,923
8638,303,32451,27,1045,22,1031
8638,303,32454,21,1242,26,1216
8638,304,32580,29,1112,19,1089
8638,305,32669,22,1077,26,1046
8638,321,34565,16,1026,32,1011
8638,326,35080,32,1237,18,1218
8638,328,35281,19,1404,29,1364
8638,328,35305,28,1142,21,1115
8638,331,35576,18,1057,31,1032
8638,333,35763,32,1022,17,1008
8638,334,35864,17,1235,31,1211
8638,335,35969,21,1256,28,1230
8638,336,36073,29,1077,20,1056
8638,337,36211,34,1328,13,1298
8638,340,36520,31,1060,18,1041
8638,343,36875,28,1346,20,1322
8638,345,37149,31,1360,17,1336
8638,345,37167,35,1631,13,1594
8638,349,37578,26,1476,26,1459
8638,352,37930,43,889,23,930
8638,356,38347,27,1040,22,1018
8638,361,38915,27,1239,22,1210
8638,364,39197,30,875,24,882
8638,365,39326,24,995,24,987
8638,371,40000,26,1006,29,1011
8638,373,40244,16,1198,32,1181
8638,381,41196,24,1927,23,1880
8638,382,41260,26,1609,22,1571
8638,382,41309,21,1230,26,1182
8638,387,41885,24,1499,24,1463
8638,388,41999,26,1107,22,1080
8638,390,42217,21,1705,29,1680
8638,392,42372,23,1373,24,1337
8638,395,42742,35,1098,13,1070
8638,395,42758,36,667,25,698
8638,397,42961,214,911,24,1149
8638,406,43911,21,1240,28,1216
8638,409,44331,36,1052,12,1027
8638,411,44520,22,1249,27,1238
8638,414,44906,31,1219,16,1184
8638,416,45139,43,911,22,948
8638,417,45209,32,1686,18,1667
8638,417,45248,23,1300,25,1269
8638,420,45584,27,1268,22,1237
8638,424,46072,29,1313,19,1289
8638,425,46190,18,1652,30,1615
8638,426,46311,31,1605,16,1570
8638,428,46525,33,1350,13,1313
8638,429,46625,31,1261,18,1241
8638,429,46626,33,1229,15,1208
8638,431,46851,78,1767,27,1355
8638,437,47433,42,941,89,925
8638,438,47551,217,1215,15,1498
8638,442,47952,26,1061,23,1037
8638,443,48061,28,1175,20,1158
8638,449,48740,33,1071,23,1070
8638,450,48853,35,1335,12,1304
8638,451,48944,24,1300,25,1288
8638,458,49757,16,1291,32,1264
8638,464,50494,33,1480,15,1450
8638,473,51525,33,1069,15,1049
8638,474,51661,23,1149,24,1125
8638,478,52128,33,1227,15,1202
8639,7,848,33,1107,14,1078
8639,12,1388,31,1319,18,1292
8639,14,1634,16,1283,32,1266
8639,14,1679,24,1279,25,1255
8639,15,1737,22,1328,25,1307
8639,15,1771,35,1780,13,1745
8639,15,1777,14,1227,34,1201
8639,15,1784,35,1390,13,1372
8639,16,1876,22,1489,26,1470
8639,18,2091,33,960,24,963
8639,18,2150,24,1140,32,1135
8639,20,2402,34,1027,13,1001
8639,22,2565,31,1216,17,1185
8639,22,2574,25,1603,25,1585
8639,23,2727,33,1568,15,1547
8639,30,3361,34,1090,13,1066
8639,44,4863,29,1517,19,1492
8639,48,5319,29,1416,20,1400
8639,50,5565,22,1485,28,1466
8639,51,5660,22,1106,27,1094
8639,56,6252,30,930,17,908
8639,58,6495,24,1540,25,1520
8639,61,6831,27,1235,22,1201
8639,61,6870,24,1073,24,1040
8639,63,7112,21,972,27,956
8639,64,7272,31,960,16,934
8648,1,14,25,986,23,958
8648,1,68,22,1028,125,3070
8648,2,138,20,1119,27,1094
8648,7,517,28,1524,21,1499
8648,16,1245,18,1568,31,1539
8648,17,1322,25,1011,23,996
8648,20,1576,33,1476,15,1448
8648,21,1693,19,1062,31,1042
8648,22,1758,29,983,18,955
8648,24,1944,27,920,20,899
8648,25,2037,18,1191,30,1156
8648,26,2162,30,1043,18,1025
8648,30,2463,26,1514,22,1483
8648,33,2713,23,1543,25,1523
8648,36,2996,24,1439,25,1414
8648,40,3363,34,1718,13,1694
8648,42,3528,146,1051,22,1181
8648,44,3693,30,1465,18,1432
8648,49,4150,32,1182,15,1158
8648,52,4344,15,902,32,870
8648,52,4360,31,1490,17,1468
8648,60,4895,23,1062,24,1031
8648,60,4928,31,926,25,938
8648,61,4981,22,1444,26,1411
8648,63,5192,31,1238,17,1219
8648,63,5203,27,1492,21,1474
8648,64,5270,26,1126,23,1103
8648,65,5333,23,1228,27,1205
8648,70,5769,24,1361,25,1349
8648,73,6048,20,1035,28,1016
8648,74,6102,35,832,31,872
8648,76,6266,31,1106,16,1074
8648,77,6332,31,1232,17,1200
8648,77,6343,21,1264,27,1246
8648,82,6746,17,934,30,907
8648,82,6754,29,1025,18,999
8648,82,6757,19,988,30,973
8648,86,7084,31,1422,17,1395
8648,100,8286,20,1405,28,1393
8648,103,8565,34,1149,15,1124
8648,116,9669,21,1067,28,1051
8648,121,10122,27,1101,21,1076
8648,123,10280,24,1198,24,1164
8648,128,10671,25,1022,24,990
8648,128,10695,19,1337,29,1315
8648,128,10706,28,921,27,928
8648,129,10776,35,1158,12,1132
8648,135,11281,20,1342,28,1311
8648,136,11368,21,1099,26,1070
8648,138,11511,15,1359,33,1342
8648,139,11618,28,1203,21,1174
8648,143,11951,31,1007,16,976
8648,143,11959,29,1242,21,1227
8648,153,12778,24,973,33,987
8648,156,13030,35,1278,13,1260
8648,156,13070,25,1043,29,1048
8648,157,13144,31,994,26,1011
8648,157,13148,21,1128,26,1091
8648,166,13885,20,1239,26,1191
8648,166,13888,28,1867,21,1848
8648,169,14184,33,1662,15,1640
8648,176,14800,15,1332,31,1280
8648,176,14814,28,1226,21,1201
8648,177,14880,30,1073,22,1064
8648,178,14960,32,961,15,934
8648,179,15025,33,963,14,937
8648,181,15167,24,984,25,963
8648,183,15363,26,932,22,898
8648,188,15701,31,1090,17,1069
8648,188,15702,20,1289,28,1274
8648,190,15866,19,1210,31,1192
8648,190,15894,19,1015,29,996
8648,192,16023,26,1013,22,973
8648,195,16301,22,1410,26,1376
8648,199,16668,20,1342,28,1316
8648,203,16911,29,1200,20,1181
8648,204,17026,28,1127,20,1091
8648,209,17416,19,1365,29,1338
8648,210,17531,26,988,27,985
8648,212,17706,28,1310,21,1280
8648,215,17936,17,1190,31,1155
8648,217,18094,33,1494,16,1470
8648,222,18448,28,1697,21,1665
8648,224,18606,29,1372,20,1357
8648,225,18722,37,1506,13,1491
8648,230,19126,18,1195,30,1165
8648,231,19202,25,884,23,844
8648,231,19234,21,1564,27,1548
8648,233,19362,23,1048,25,1022
8648,234,19430,24,1242,25,1217
8648,234,19454,30,1300,18,1269
8648,239,19832,27,1203,21,1190
8648,240,19950,21,1625,28,1605
8648,244,20273,29,1314,19,1275
8648,249,20710,32,1279,16,1241
8648,256,21264,21,1345,28,1330
8648,265,22103,82,727,23,899
8648,265,22105,34,935,23,950
8648,267,22288,33,1488,15,1458
8648,280,23843,31,1397,18,1373
8648,288,24820,34,1580,15,1554
8648,295,25582,34,1416,15,1390
8649,6,642,33,1442,16,1415
8649,7,747,29,1102,19,1080
8649,8,818,19,1523,30,1498
8649,13,1444,26,930,22,896
8649,16,1739,20,1390,28,1374
8649,16,1767,30,933,17,906
8649,16,1787,31,1240,18,1215
8650,14,1949,23,1486,25,1459
8650,22,2914,21,1460,26,1428
8650,27,3499,24,1332,25,1321
8650,32,4023,21,1110,27,1092
8650,34,4263,30,1457,19,1431
8650,35,4359,33,1238,15,1219
8650,38,4581,21,1045,26,1018
8650,38,4595,103,2962,174,995
8650,46,5317,31,1587,18,1565
8650,46,5325,22,1188,24,1152
8650,46,5338,18,1683,30,1655
8650,51,5753,29,1227,19,1197
8650,51,5764,20,1161,28,1140
8650,55,6128,33,1006,15,980
8650,55,6135,33,1023,16,998
8650,57,6308,36,1239,12,1222
8650,61,6657,28,1073,20,1054
8650,61,6677,18,1545,31,1527
8650,64,6936,24,888,23,860
8650,65,7073,21,1298,27,1279
8650,66,7171,31,968,16,926
8650,71,7632,21,1230,28,1205
8650,72,7702,34,1032,14,1009
8650,73,7813,31,1600,16,1571
8650,81,8570,23,1259,25,1241
8650,83,8747,21,1028,26,993
8650,97,10006,32,1016,16,992
8650,98,10128,18,1229,30,1210
8650,105,10776,25,1538,26,1521
8650,116,11885,22,1271,25,1251
8650,117,11943,31,1004,16,978
8650,120,12229,19,932,29,911
8650,120,12241,23,1062,24,1030
8650,122,12403,31,1180,17,1149
8652,18,1536,22,1690,27,1658
8652,20,1706,17,1009,32,998
8652,20,1709,30,1447,19,1421
8652,22,1871,33,967,15,939
8652,26,2138,26,984,22,951
8652,30,2440,33,1201,15,1180
8652,34,2729,28,1043,21,1015
8652,39,3129,30,1034,18,1017
8652,39,3131,34,914,13,897
8652,40,3180,32,1212,18,1200
8652,45,3596,21,1459,26,1427
8652,47,3770,25,1279,23,1256
8652,48,3864,25,1447,24,1418
8652,54,4372,21,1177,26,1144
8652,55,4441,22,1102,25,1077
8652,57,4606,20,870,28,842
8652,58,4702,35,1014,13,997
8652,59,4789,27,1530,21,1503
8652,60,4872,28,1299,20,1267
8652,65,5251,31,1493,18,1470
8652,66,5363,28,1344,20,1316
8652,67,5443,31,1034,18,1015
8652,75,6103,24,1082,24,1046
8652,77,6254,33,1008,15,987
8652,79,6429,21,1564,27,1545
8652,80,6524,31,1127,17,1105
8652,86,6818,143,2656,23,1395
8652,86,6838,29,1116,20,1105
8652,92,7332,17,1004,31,978
8652,97,7710,29,1510,20,1483
8652,101,8106,23,1588,25,1562
8652,101,8112,29,1286,19,1260
8652,107,8439,27,1345,21,1318
8652,108,8510,15,965,32,944
8652,111,8679,41,997,17,1009
8652,111,8681,34,1260,13,1229
8652,119,9640,29,1254,19,1228
8652,119,9645,30,956,18,929
8652,128,10598,25,1350,23,1325
8652,129,10691,23,1005,25,987
8652,130,10772,32,1437,16,1400
8652,133,11058,31,1739,18,1714
8652,134,11134,32,1648,16,1616
8652,141,11673,31,851,21,844
8652,141,11695,18,1482,30,1447
8652,159,12990,27,1110,21,1081
8652,167,13601,34,1016,13,993
8652,167,13634,27,1149,23,1135
8652,170,13886,21,1339,27,1317
8652,174,14174,34,1203,13,1171
8652,184,15007,31,1304,17,1278
8652,186,15135,19,901,28,879
8652,188,15295,27,1029,23,1009
8652,210,16840,24,1213,24,1180
8652,211,16924,22,1153,27,1142
8652,214,17096,30,1122,19,1097
8652,218,17405,27,1144,21,1126
8652,220,17558,25,1329,23,1299
8652,222,17725,100,95,29,1361
8652,225,17929,30,1183,18,1175
8652,225,17940,54,893,24,969
8652,239,18900,29,1187,18,1155
8652,269,21076,44,987,21,1025
8652,270,21178,24,1305,25,1282
8652,278,21749,28,1195,20,1176
8652,287,22392,31,1483,17,1458
8652,292,22790,18,1614,30,1579
8652,295,23018,31,1692,18,1672
8652,295,23022,23,1355,25,1339
8652,302,23541,36,1531,12,1512
8652,304,23734,16,1276,33,1254
8652,311,24225,23,1381,25,1370
8652,321,25098,27,1406,21,1371
8652,332,25870,32,1325,15,1298
8652,337,26275,24,1433,24,1389
8652,344,26785,36,1132,12,1112
8652,345,26888,20,1366,27,1340
8652,352,27444,32,1002,16,973
8652,354,27591,28,1357,20,1327
8652,368,28557,31,1065,16,1036
8652,372,28846,27,1261,21,1236
8652,390,30054,25,1338,25,1329
8652,401,30854,16,1537,33,1503
8652,403,31042,24,1045,24,1016
8652,405,31303,35,1298,13,1278
8652,407,31450,23,1120,25,1104
8652,410,31690,29,966,19,942
8652,412,31842,18,1077,30,1055
8652,414,32000,33,1564,16,1534
8652,414,32007,26,838,23,810
8652,431,34142,18,911,30,895
8652,436,34561,18,1312,30,1295
8652,438,34691,31,1290,18,1275
8652,438,34698,24,1174,24,1147
8652,442,34927,35,1400,13,1371
8652,443,34975,32,911,80,759
8652,448,35325,17,1540,31,1510
8652,448,35335,26,894,22,875
8652,454,35768,31,1037,21,1030
8652,455,35835,25,1463,25,1459
8652,463,36510,21,1184,108,798
8652,466,36745,25,1060,23,1039
8652,471,37126,34,1014,14,996
8652,472,37182,18,930,30,911
8652,473,37276,33,1543,15,1521
8652,474,37344,29,1420,21,1397
8656,5,388,21,1127,26,1099
8656,9,763,33,955,23,955
8656,10,874,29,1361,19,1340
8656,18,1607,20,1109,28,1097
8656,23,2051,25,1253,23,1219
8656,24,2132,25,1223,23,1202
8656,24,2140,25,1181,23,1146
8656,25,2232,28,1289,20,1266
8656,29,2544,30,1152,18,1132
8656,31,2744,25,1027,23,999
8656,32,2836,27,1273,22,1244
8656,32,2852,21,1260,26,1231
8656,33,2939,34,1215,13,1184
8656,33,2973,19,1401,29,1375
8656,38,3456,30,968,17,941
8656,39,3537,33,1123,15,1106
8656,40,3620,16,1622,32,1596
8656,52,4703,22,1223,27,1198
8656,63,5755,23,1062,25,1046
8656,65,5915,30,931,25,934
8656,65,5936,26,1319,22,1292
8656,68,6209,35,1356,13,1333
8656,77,7024,33,1187,16,1166
8656,78,7123,25,1426,23,1391
8656,86,7936,26,1004,22,975
8656,88,8129,39,1035,14,1026
8656,92,8516,30,1426,18,1390
8656,97,8959,22,1053,26,1031
8656,101,9358,35,1658,13,1642
8656,104,9599,23,1002,25,973
8656,104,9628,24,1461,25,1438
8656,105,9711,45,1014,13,1024
8656,110,10168,23,1019,34,1020
8656,113,10443,33,813,15,785
8656,115,10636,21,1162,27,1146
8656,118,10953,27,1044,25,1033
8656,120,11101,30,1003,18,973
8656,122,11315,21,1310,26,1286
8656,124,11525,19,1061,29,1047
8656,129,11982,27,1423,21,1384
8656,129,11987,30,1089,18,1056
8656,135,12545,30,1373,18,1351
8656,135,12573,32,1495,16,1458
8656,136,12630,32,1301,16,1264
8656,142,13188,49,905,16,926
8656,147,13665,33,1188,15,1154
8656,153,14221,16,1493,32,1478
8656,154,14347,28,1114,25,1117
8656,155,14402,34,869,15,847
8656,159,14779,30,954,16,918
8656,167,15580,28,1521,20,1490
8656,169,15765,29,1064,20,1041
8656,170,15893,23,1334,25,1317
8656,171,15960,29,1161,18,1142
8656,175,16298,35,1663,13,1646
8656,178,16588,32,1429,16,1405
8656,179,16685,42,1161,31,1205
8656,181,16892,24,1230,25,1220
8656,182,16978,28,1703,20,1659
8656,183,17053,29,1196,18,1170
8656,183,17063,21,969,25,956
8656,188,17529,49,1120,21,1148
8656,189,17622,21,1358,27,1331
8656,191,17733,34,915,14,899
8656,191,17753,26,1038,22,1006
8656,194,18054,34,1061,14,1043
8656,200,18557,26,1398,23,1368
8656,200,18578,22,1444,25,1419
8656,204,18910,28,1236,20,1193
8656,205,18984,41,1028,21,1025
8656,218,20041,31,1312,28,1306
8656,221,20334,26,1267,25,1263
8656,223,20565,34,1039,15,1029
8656,224,20649,47,916,11,931
8656,225,20770,18,1156,30,1119
8656,238,21988,30,1481,19,1451
8656,245,22632,14,1182,33,1144
8656,250,23071,35,1037,13,1006
8656,250,23106,31,1456,19,1434
8656,253,23381,30,1673,19,1638
8656,257,23760,27,1310,22,1283
8656,260,24020,29,1081,19,1043
8657,3,442,19,1052,30,1031
8658,4,485,29,958,18,932
8658,5,568,24,951,23,920
8658,7,752,31,1569,29,1555
8658,16,1636,34,1030,16,1012
8658,21,2029,17,1372,30,1322
8658,22,2107,19,1019,29,983
8658,23,2157,26,940,22,914
8658,28,2485,115,543,72,503
8658,30,2606,25,1076,27,1069
8658,31,2671,31,1573,18,1550
8658,32,2739,35,1341,13,1323
8658,35,3080,28,1715,21,1684
8658,35,3093,25,1500,23,1466
8658,36,3176,33,1548,15,1519
8658,36,3194,21,1004,26,966
8658,46,4107,35,1203,29,1234
8658,48,4262,30,1184,17,1141
8658,53,4722,30,1688,18,1665
8658,56,4970,29,1354,19,1331
8658,56,4972,32,1716,18,1697
8658,65,5672,33,1123,14,1085
8658,69,6040,44,966,13,959
8658,72,6342,32,1255,17,1230
8658,91,7821,30,975,17,940
8658,94,8069,33,1182,15,1164
8658,99,8568,33,1210,15,1193
8658,104,8992,22,1233,26,1203
8658,104,9001,22,1093,26,1064
8658,105,9047,21,1613,28,1591
8658,108,9283,26,1057,21,1025
8658,109,9345,17,1401,31,1365
8658,110,9411,28,1453,19,1412
8658,117,9961,19,1332,29,1303
8658,117,9984,30,1153,17,1129
8658,125,10513,25,1206,23,1162
8658,131,10921,21,1399,27,1380
8658,148,12165,33,1115,15,1085
8658,148,12173,22,1119,25,1094
8658,154,12603,108,831,16,981
8658,155,12694,29,876,18,855
8658,156,12757,16,1783,33,1763
8658,158,12911,35,1325,13,1306
8658,164,13370,32,1492,16,1478
8658,172,13967,32,1004,18,991
8658,174,14135,31,1087,16,1053
8658,175,14197,35,1653,13,1637
8658,176,14278,20,1184,28,1167
8658,177,14362,24,1190,23,1161
8658,178,14442,36,900,22,906
8658,181,14673,22,985,25,959
8658,189,15265,19,1011,28,987
8658,190,15359,23,1772,25,1752
8658,195,15728,23,1440,25,1415
8658,196,15805,27,1146,21,1112
8658,199,16039,28,1459,21,1435
8658,204,16402,25,1403,23,1375
8658,204,16419,33,1684,14,1625
8658,205,16476,25,1104,23,1088
8658,214,17125,28,1015,23,1001
8658,219,17481,34,1224,13,1192
8658,231,18388,30,1493,18,1474
8658,238,18950,22,1437,26,1411
8658,238,18958,32,1069,16,1052
8658,239,19023,28,1433,20,1401
8658,243,19277,29,1620,18,1593
8658,246,19478,34,1455,14,1428
8658,248,19616,36,1039,12,1025
8658,251,19839,35,1016,24,1030
8658,252,19913,30,1424,18,1386
8658,255,20096,19,1163,28,1141
8658,259,20352,15,1440,33,1413
8658,263,20652,36,1540,12,1521
8658,264,20725,22,1105,172,851
8658,269,21094,20,1545,28,1529
8658,274,21458,34,1063,13,1033
8658,276,21601,31,1405,17,1383
8658,277,21669,25,1076,25,1056
8658,278,21740,49,842,35,837
8658,281,21976,24,1229,54,1151
8658,288,22481,28,1269,56,975
8658,289,22566,32,1154,31,1149
8658,308,23971,35,1418,12,1389
8658,309,24038,18,1165,30,1139
8658,313,24355,16,1210,32,1194
8658,315,24523,35,1302,13,1277
8658,318,24753,30,1531,18,1504
8658,320,24889,18,1467,31,1435
8658,337,26208,23,1028,25,998
8658,339,26327,28,1303,20,1275
8658,344,26652,30,1205,19,1181
8658,358,27716,29,1235,21,1213
8658,361,27884,27,1210,21,1185
8658,365,28133,26,1064,24,1044
8658,373,28711,20,1228,26,1180
8658,374,28788,24,1664,25,1639
8658,380,29271,31,1411,17,1389
8658,381,29328,19,1022,29,994
8658,381,29334,56,776,16,847
8658,383,29446,29,1142,18,1113
8658,384,29520,35,1543,13,1520
8658,388,29779,15,1045,33,1015
8658,390,29947,31,1234,17,1204
8658,392,30125,32,964,16,935
8658,394,30245,28,1416,21,1391
8658,396,30430,23,1505,26,1481
8658,397,30511,33,1063,15,1043
8658,406,31282,25,1319,25,1301
8658,408,31439,22,1186,25,1157
8658,409,31513,18,1642,30,1601
8658,416,32072,20,978,27,960
8658,416,32076,33,1265,14,1234
8658,419,32341,23,1187,24,1149
8658,422,32551,18,1294,33,1282
8658,432,33296,28,1049,20,1013
8658,433,33351,21,1227,28,1204
8658,434,33415,15,1112,33,1090
8658,435,33491,16,1316,32,1294
8658,437,33621,23,1287,25,1267
8658,459,34955,26,1179,23,1155
8658,465,35289,27,1334,21,1295
8658,475,35933,24,1612,45,1485
8658,478,36155,16,1309,33,1287
8660,5,487,24,1311,24,1290
8660,6,565,23,1035,25,1020
8660,7,636,22,1094,26,1075
8660,9,802,34,955,13,927
8660,9,814,26,1753,22,1720
8660,10,897,20,1281,28,1256
8667,13,853,17,1042,31,1024
8667,40,2875,28,1190,21,1177
8667,40,2877,24,1154,23,1127
8667,40,2881,31,1383,18,1365
8667,57,4165,27,959,20,940
8667,60,4431,27,1060,21,1020
8667,63,4644,31,1750,15,1700
8667,73,5442,17,1448,32,1416
8667,100,7226,28,1088,21,1062
8667,110,7977,25,1348,23,1309
8667,114,8279,17,1022,31,996
8667,121,8812,22,1686,26,1654
8667,125,9110,36,1060,14,1052
8667,126,9180,28,1037,20,1003
8667,129,9421,32,1267,18,1247
8667,132,9618,120,1017,21,1172
8667,134,9778,33,1712,14,1674
8667,138,10055,47,1048,13,1065
8667,143,10409,34,950,14,935
8667,146,10640,21,1492,27,1463
8667,146,10642,17,1082,31,1058
8667,146,10652,45,821,21,839
8667,170,12661,29,961,24,957
8667,182,13942,27,937,50,861
8667,186,14227,18,1123,31,1101
8667,187,14287,50,916,17,964
8667,193,14656,25,1053,24,1029
8667,194,14709,42,881,13,887
8667,198,15390,21,940,27,926
8667,198,15398,24,967,23,939
8667,212,16512,30,1220,18,1190
8667,212,16516,35,1528,13,1508
8667,218,16908,44,955,21,975
8667,220,17033,28,1134,20,1103
8667,220,17040,23,1218,25,1202
8667,223,17274,28,945,31,958
8667,243,18802,18,1291,30,1268
8667,246,19030,33,1065,15,1048
8667,248,19207,21,1701,27,1684
8667,258,20167,24,1279,23,1251
8667,270,21133,23,1160,24,1132
8667,275,21666,199,602,155,2577
8667,279,22235,29,1295,20,1283
8667,280,22395,30,1070,18,1041
8667,281,22488,30,867,18,839
8667,283,22693,26,1136,23,1119
8667,285,22960,33,1205,15,1185
8667,293,23887,28,1155,20,1124
8667,296,24272,31,1229,18,1205
8667,297,24327,31,973,17,959
8667,299,24605,20,1219,28,1201
8667,302,24868,29,1269,20,1242
8667,304,25110,29,1097,19,1063
8667,312,26098,21,1335,27,1322
8667,312,26112,20,1103,27,1061
8667,312,26114,30,1096,18,1078
8667,315,26455,32,972,16,944
8667,323,27377,21,1544,27,1522
8667,325,27622,25,1454,25,1437
8667,326,27747,33,1291,15,1262
8667,327,27818,19,1567,31,1546
8667,327,27821,25,1041,23,1013
8667,331,28246,24,1086,24,1055
8667,336,28912,36,1677,12,1653
8667,338,29145,27,1109,23,1087
8667,340,29369,29,1053,19,1020
8672,2,183,33,894,18,892
8672,2,191,33,1206,15,1180
8672,6,587,25,1232,24,1221
8672,8,844,23,1536,25,1521
8672,9,955,28,905,19,879
8672,9,979,28,1114,20,1093
8672,14,1536,32,1719,15,1684
8672,18,2049,27,926,23,905
8672,19,2186,19,1325,28,1300
8672,22,2509,28,1078,25,1072
8672,26,2985,19,1425,28,1393
8672,27,3118,27,1020,25,1014
8672,31,3584,33,948,13,909
8672,36,4132,28,977,19,947
8672,36,4175,32,1004,16,966
8672,40,4635,42,1177,15,1183
8672,40,4638,30,953,27,970
8672,41,4709,18,1043,31,1016
8672,52,5976,30,1116,18,1082
8672,52,5977,31,1216,17,1184
8672,56,6390,32,1650,15,1621
8672,60,6898,24,1384,24,1365
8672,74,8497,18,1505,32,1478
8672,77,8855,29,1475,19,1430
8672,77,8880,21,973,26,947
8672,80,9192,20,1199,28,1179
8672,83,9577,26,1317,22,1284
8672,94,10787,24,1449,24,1417
8672,99,11311,35,1583,13,1563
8672,105,12030,16,1472,32,1447
8672,106,12168,26,1670,23,1633
8672,108,12413,24,1213,23,1184
8672,109,12528,22,1003,26,975
8672,111,12725,31,1329,17,1292
8672,115,13191,25,1315,23,1281
8672,118,13565,31,1116,16,1088
8672,119,13655,29,1387,19,1363
8672,123,14081,26,1168,25,1169
8672,125,14308,31,1274,17,1251
8672,126,14418,32,1278,17,1257
8672,126,14435,23,1379,24,1345
8672,128,14657,30,954,17,918
8672,128,14681,29,1032,24,1017
8672,132,15148,26,1063,22,1033
8672,135,15478,26,1209,22,1184
8672,139,15953,19,1325,29,1306
8672,141,16144,32,1044,17,1024
8672,148,16959,46,952,13,964
8672,149,17085,32,1265,15,1237
8672,152,17402,26,1113,22,1076
8672,156,17942,31,1262,16,1219
8672,158,18134,31,1027,20,1022
8672,166,19097,16,1069,31,1041
8672,166,19137,35,1239,12,1207
8672,168,19369,30,1565,18,1530
8672,173,19920,16,1158,31,1132
8675,14,1520,29,1675,21,1651
8675,17,1858,32,1730,17,1702
8675,17,1884,26,1097,22,1056
8675,22,2435,20,995,32,994
8675,22,2456,34,1154,13,1129
8675,24,2705,27,970,22,943
8675,28,3139,16,1398,32,1352
8675,28,3184,36,1700,12,1672
8675,35,3931,30,1420,18,1392
8675,35,3942,25,1227,24,1199
8675,43,4802,33,1133,15,1105
8675,43,4843,32,1328,15,1294
8675,47,5277,25,1292,23,1266
8675,50,5534,24,1045,24,1027
8675,54,5807,33,1223,14,1196
8675,54,5821,19,2914,38,2864
8675,54,5844,29,1292,20,1266
8675,56,6009,24,1446,24,1396
8675,62,6548,15,966,32,952
8675,68,7061,24,1078,24,1045
8675,71,7411,31,1186,16,1159
8675,79,8308,32,1418,18,1404
8675,80,8389,20,995,26,959
8675,84,8826,19,1258,28,1229
8675,88,9222,19,1564,29,1542
8675,92,9679,33,1311,15,1291
8675,92,9700,24,1360,23,1325
8675,95,9879,33,1201,14,1158
8675,96,9997,33,1575,15,1560
8675,102,10704,31,1196,17,1176
8675,102,10724,33,943,14,915
8675,104,10917,32,1088,16,1057
8675,104,10922,26,1076,22,1046
8675,108,11387,23,880,25,858
8675,112,11756,23,1072,24,1043
8675,113,11807,28,1547,21,1522
8675,115,11968,27,1220,21,1191
8675,118,12239,33,964,14,940
8675,119,12430,25,1000,23,979
8675,120,12526,17,1086,31,1065
8675,120,12531,28,1076,20,1057
8675,124,13066,30,1402,18,1371
8675,127,13423,22,968,25,950
8675,130,13850,31,1576,17,1552
8675,131,13905,25,1442,25,1426
8675,132,14038,23,1087,24,1060
8675,132,14039,22,1346,25,1322
8675,134,14284,19,1100,28,1077
8675,140,15020,21,1623,27,1602
8675,141,15115,30,1265,19,1246
8675,145,15630,15,1181,33,1152
8675,147,15887,29,1035,20,1014
8675,148,15994,23,1345,23,1291
8675,150,16291,18,1563,30,1533
8675,154,16775,22,1558,28,1543
8675,154,16797,18,1326,31,1303
8675,156,17037,31,875,16,852
8675,157,17132,35,1229,26,1231
8675,158,17298,33,1009,15,992
8675,160,17520,31,866,28,874
8675,160,17559,16,1265,32,1250
8675,161,17611,36,1007,13,983
8675,164,17959,33,1230,15,1213
8675,164,17995,25,1373,22,1338
8675,165,18114,31,1157,17,1142
8675,166,18209,23,1223,25,1195
8675,167,18367,33,1686,14,1648
8675,169,18594,28,1011,20,982
8675,171,18858,36,1149,10,1119
8675,177,19622,30,1090,18,1072
8675,181,20125,16,1035,31,1006
8675,181,20135,44,1035,17,1064
8675,186,20697,31,1376,16,1341
8675,186,20715,24,1514,24,1478
8675,187,20864,24,1463,25,1448
8675,190,21229,33,1076,16,1052
8675,192,21422,29,1246,19,1211
8675,192,21479,15,1104,33,1086
8675,196,21958,23,1097,24,1074
8675,196,22002,19,1190,28,1149
8675,198,22250,20,1160,27,1133
8675,198,22265,28,1055,20,1040
8675,199,22344,28,1256,21,1227
8675,202,22676,23,1242,25,1223
8675,214,24143,26,1243,23,1206
8675,215,24277,24,1077,25,1053
8675,216,24428,35,1328,13,1315
8675,216,24446,19,976,28,944
8675,217,24505,32,1280,17,1261
8675,226,25636,31,1525,18,1501
8675,228,25954,27,1112,22,1079
8675,230,26136,35,1301,43,475
8675,232,26400,24,1103,25,1092
8675,232,26444,26,1341,22,1314
8675,234,26680,31,1310,18,1288
8675,237,27067,34,998,25,1000
8675,239,27295,33,1259,15,1226
8675,241,27520,31,1173,16,1136
8675,241,27576,27,1322,21,1292
8675,242,27642,40,1024,26,1043
8675,244,27901,23,1427,26,1407
8675,247,28315,27,1280,22,1256
8675,249,28499,31,973,28,981
8675,250,28606,22,1208,26,1188
8675,254,29135,29,1154,19,1126
8675,255,29311,33,863,15,843
8675,257,29501,32,1268,17,1246
8675,260,29875,21,1147,26,1117
8675,263,30261,35,1061,26,1069
8675,264,30450,24,1666,26,1646
8675,265,30586,25,988,23,960
8675,282,31588,35,1185,13,1167
8675,284,31719,26,1042,22,1017
8675,287,31894,21,1228,27,1210
8675,351,36111,21,1220,27,1204
8675,352,36168,26,1037,23,1017
8675,353,36256,29,1251,20,1221
