run,subrun,event
9544,97,8395
9544,102,8819
9544,102,8837
9544,102,8841
9544,114,9904
9544,119,10360
9542,5,277
9542,5,287
9542,12,749
9542,19,1198
9542,26,1631
9542,53,3525
9542,57,3864
9542,64,4399
9542,68,4700
9542,85,5933
9542,87,6066
9542,92,6382
9542,94,6506
9542,95,6605
9542,96,6677
9542,106,7326
9542,117,8064
9542,159,10708
9542,159,10714
9542,163,10974
9542,164,11047
9542,165,11116
9542,174,11706
9542,174,11719
9542,174,11720
9542,177,11878
9542,195,13197
9542,195,13198
9542,196,13256
9542,196,13270
9542,210,14243
9544,142,12371
9544,150,13172
9544,155,13583
9544,157,13804
9544,167,14715
9544,201,17659
9544,218,18974
9542,8,495
9542,36,2287
9542,54,3649
9542,75,5233
9542,90,6239
9542,97,6723
9542,97,6728
9542,99,6862
9542,99,6870
9542,99,6878
9542,115,7938
9542,143,9695
9542,173,11650
9542,207,14021
9546,6,325
9546,6,335
9546,6,338
9546,18,1075
9546,28,1667
9546,40,2369
9546,45,2730
9546,48,2915
9550,17,1257
9550,17,1268
9550,18,1331
9550,67,4164
9550,76,4681
9542,3,169
9542,10,618
9542,28,1772
9542,30,1876
9542,37,2356
9542,52,3469
9542,229,15610
9542,234,16023
9542,262,18080
9542,309,21550
9542,326,22781
9542,326,22786
9542,333,23325
9542,347,24363
9542,352,24750
9542,389,27398
9542,389,27413
9542,393,27767
9542,393,27778
9542,421,29307
9542,440,30801
9542,471,32808
9542,471,32822
9542,478,33258
9544,10,866
9544,31,2685
9544,41,3577
9544,68,5758
9544,82,7027
9544,111,9642
9544,112,9717
9544,112,9736
9544,117,10153
9544,139,12097
9544,149,13074
9544,165,14543
9544,191,16788
9544,200,17531
9544,207,18158
9544,207,18167
8638,192,20013
8638,390,42217
8638,471,51355
8672,56,6390
8672,56,6391
8672,139,15953
8675,120,12526
8675,120,12531
8679,261,21823
8679,325,28494
8679,389,36412
8679,389,36413
8679,389,36443
8679,423,40643
8679,423,40645
8679,441,42836
8684,67,8056
8684,78,9234
8684,105,12384
8684,105,12409
8684,108,12694
8684,431,47025
8684,433,47263
8685,293,30559
8686,231,24090
8686,277,28709
8710,89,8568
8723,196,27993
8723,224,31814
8723,224,31827
8723,280,39820
8740,409,41151
9481,141,10397
9481,242,18785
9508,78,8027
9508,81,8313
9508,81,8329
9508,160,16294
9508,160,16319
9509,38,2637
9509,96,8203
9509,110,9643
9509,273,26013
9509,413,40006
9509,413,40015
9509,413,40023
9509,413,40038
9509,413,40047
9509,417,40377
9511,26,2067
9511,133,11905
9511,189,17547
9542,180,12091
9544,168,14781
9544,168,14808
8613,9,661
8638,40,3994
8638,40,4045
8638,43,4338
8638,43,4339
8638,120,12017
8638,352,37930
8667,319,26893
8672,92,10580
8672,103,11801
8672,115,13191
8675,102,10704
8675,102,10724
8679,176,14139
8679,326,28684
8679,403,38176
8684,71,8448
8684,76,8999
8684,76,9043
8684,184,19744
8684,184,19768
8684,213,22936
8684,333,36265
8684,382,41490
8684,452,49418
8684,452,49421
8685,31,3187
8685,290,30218
8723,94,13841
8723,171,24496
8723,171,24504
8723,250,35538
8723,250,35576
9481,175,13239
9481,217,16662
9481,226,17412
9508,121,12186
9508,130,13170
9508,166,16830
9509,159,14526
9509,159,14529
9509,227,21411
9509,305,29091
9509,305,29099
9509,319,30477
9509,408,39461
9509,408,39462
9511,37,3035
9514,176,13255
8586,431,38568
8607,115,10326
8638,278,29707
8638,285,30414
8638,345,37149
8638,345,37157
8638,345,37167
8638,417,45209
8638,417,45248
8638,424,46036
8638,424,46072
8667,223,17253
8667,223,17274
8667,227,17613
8667,329,28056
8679,132,10568
8679,211,17194
8679,248,20528
8679,248,20534
8679,248,20538
8679,263,22030
8679,322,28143
8684,353,38372
8684,353,38375
8684,397,43242
8685,40,4217
8685,40,4221
8686,271,28106
8686,271,28124
8686,271,28133
8723,19,2956
8723,19,2973
8723,165,23671
8723,336,47139
8766,23,2934
9481,20,1513
9481,416,33678
9481,416,33691
9508,77,7948
9509,142,12833
9509,310,29586
9509,398,38523
9511,74,6403
9511,74,6405
9535,55,3799
9535,55,3815
9542,454,31895
9542,454,31904
8638,117,11723
8638,205,21499
8638,321,34491
8638,321,34565
8638,480,52336
8638,480,52346
8667,243,18802
8667,243,18822
8672,98,11199
8672,148,16959
8675,106,11174
8679,74,6326
8679,188,15168
8679,188,15189
8679,254,21051
8679,254,21076
8679,445,43434
8679,445,43454
8679,445,43457
8684,151,16882
8684,152,16979
8684,198,21279
8684,198,21287
8684,198,21322
8684,198,21335
8684,232,25007
8684,247,26765
8723,75,11114
8723,153,22125
9481,400,32325
9493,46,3640
9493,46,3656
9493,46,3661
9508,107,10898
9509,153,13886
9509,203,18989
9509,246,23265
9509,269,25603
9509,269,25619
9509,311,29700
9509,446,43186
9511,188,17445
9515,58,4828
9535,250,17388
9535,250,17411
9542,290,20167
9564,5,672
9564,58,5176
8638,85,8263
8638,85,8306
8638,85,8327
8638,96,9493
8638,180,18699
8638,308,33055
8638,308,33058
8638,353,37985
8638,353,38005
8638,360,38771
8638,360,38795
8638,409,44291
8638,409,44331
8667,306,25340
8667,315,26432
8667,315,26455
8667,315,26457
8667,336,28912
8679,23,1787
8679,48,4073
8679,99,8117
8679,99,8145
8679,99,8175
8679,107,8650
8684,28,3581
8684,28,3630
8684,300,32703
8684,336,36571
8684,336,36607
8684,381,41398
8684,381,41401
8684,386,41948
8684,386,41959
8684,386,41970
8684,393,42769
8684,393,42818
8684,393,42825
8685,187,19577
8686,376,39285
8723,216,30718
8723,216,30745
8723,249,35437
8723,290,41204
8723,290,41245
8740,281,27916
8740,281,27922
9508,95,9701
9508,95,9709
9509,157,14342
9509,183,16969
9509,267,25366
9509,267,25404
9509,329,31430
9509,370,35533
9511,97,8483
9535,75,5183
9564,70,6244
9564,389,29037
8607,66,6037
8638,164,16892
8638,164,16951
8638,279,29760
8638,279,29779
8638,466,50706
8667,266,20781
8672,18,2049
8672,125,14308
8675,28,3139
8675,28,3142
8675,28,3184
8679,31,2385
8679,31,2391
8679,31,2399
8679,31,2401
8679,41,3328
8679,41,3350
8679,197,16018
8679,197,16021
8679,199,16172
8679,199,16174
8679,215,17611
8679,215,17624
8679,264,22109
8679,264,22121
8679,264,22122
8679,266,22268
8679,319,27670
8679,319,27687
8679,373,34519
8684,241,26043
8684,241,26072
8684,313,34040
8684,343,37250
8684,449,49077
8684,449,49079
8684,449,49082
8684,449,49090
8685,114,11999
8685,123,12928
8685,123,12964
8685,123,12979
8686,417,43842
8686,417,43865
8723,130,19015
8723,324,45476
8723,324,45479
8723,324,45505
9481,23,1741
9481,143,10559
9481,271,21248
9481,271,21272
9492,114,8783
9493,149,11129
9493,149,11144
9493,149,11150
9509,164,15024
9509,164,15044
9509,294,28152
9509,390,37637
9511,16,1146
9511,16,1190
9511,182,16817
9513,9,880
9564,55,4935
9564,72,6387
9564,86,7498
8638,41,4118
8638,41,4160
8638,41,4165
8638,111,11097
8638,111,11138
8638,191,19883
8638,191,19905
8638,271,28925
8638,271,28969
8638,271,28987
8638,392,42372
8638,428,46525
8638,450,48853
8675,239,27295
8679,37,2898
8679,37,2909
8679,37,2911
8679,37,2922
8679,274,23110
8684,32,4006
8684,99,11619
8684,173,18796
8684,177,19059
8684,249,26953
8684,249,26962
8684,307,33427
8684,307,33459
8684,328,35724
8684,368,40093
8684,368,40094
8685,92,9737
8685,92,9748
8686,422,44333
8686,422,44361
8723,12,1972
8723,12,1991
8723,88,12933
8723,149,21587
8723,272,38658
8723,272,38681
8723,272,38689
8740,393,39597
8740,393,39613
9508,22,2761
9508,142,14366
9508,142,14370
9509,36,2432
9509,116,10214
9509,116,10225
9509,160,14663
9509,266,25303
9509,268,25473
9509,268,25475
9511,131,11730
9513,135,13350
9513,135,13370
9535,407,28495
9544,14,1221
8638,93,9116
8638,178,18480
8638,230,24363
8638,259,27602
8638,259,27641
8638,288,30749
8638,288,30750
8638,288,30788
8672,111,12725
8672,173,19920
8675,35,3915
8675,35,3931
8675,35,3942
8679,27,2114
8679,27,2116
8679,68,5876
8679,146,11727
8679,146,11748
8679,187,15078
8679,357,32549
8679,357,32556
8679,357,32564
8684,15,2117
8684,15,2133
8684,51,6163
8684,94,11049
8684,94,11078
8684,154,17132
8684,256,27750
8684,256,27757
8684,256,27761
8684,256,27762
8684,256,27765
8684,257,27884
8684,257,27931
8684,288,31329
8685,91,9652
8686,123,12662
8686,123,12671
8686,123,12692
8710,131,12982
8710,131,12983
8723,83,12281
8723,93,13662
8723,102,15019
8723,102,15033
8723,102,15056
8723,102,15059
8723,121,17693
8723,121,17711
8723,134,19578
8723,134,19581
8723,134,19582
8723,139,20264
8723,343,48044
8740,245,24166
8740,325,32642
9493,28,2272
9509,210,19720
9509,261,24820
9509,423,41007
9511,53,4518
9511,85,7409
9511,85,7429
9513,86,8764
9513,167,16466
9513,167,16504
9514,138,10774
9535,104,7204
9564,257,17530
8638,273,29188
8638,283,30213
8638,361,38878
8638,361,38910
8638,361,38915
8672,31,3584
8675,24,2675
8675,24,2676
8675,24,2705
8675,112,11756
8675,234,26680
8679,161,12909
8679,180,14476
8679,184,14842
8679,190,15413
8679,342,30684
8679,360,32949
8679,360,32962
8679,375,34732
8679,375,34740
8679,404,38303
8679,404,38360
8681,381,31167
8681,387,31685
8685,25,2512
8685,25,2517
8685,225,23533
8723,195,27830
8723,298,42380
8723,298,42404
8723,347,48640
8740,57,5521
8740,168,16246
8740,201,19504
8740,201,19505
8740,299,29898
8740,299,29900
9481,184,13964
9508,37,4186
9508,37,4192
9508,37,4198
9508,184,18582
9508,215,21746
9509,244,23056
9509,480,46054
9511,121,10751
9514,194,14863
9514,194,14876
9535,178,12294
9542,271,18730
9564,304,21563
9564,304,21566
9564,371,27357
9564,371,27375
8607,64,5826
8638,169,17501
8667,263,20566
8667,263,20574
8672,86,9878
8675,150,16291
8679,29,2274
8679,108,8750
8684,139,15825
8684,139,15831
8684,140,15926
8684,140,15940
8684,181,19465
8684,239,25783
8684,239,25819
8684,352,38261
8684,361,39289
8684,385,41838
8686,199,20568
8686,229,23896
8723,26,3967
8723,26,4010
8723,114,16767
8723,170,24384
8723,209,29729
8723,283,40255
8723,334,46782
8740,120,11622
8740,120,11623
8740,120,11630
8740,164,15831
8740,259,25665
8766,233,28672
8766,233,28683
9481,219,16828
9481,250,19482
9481,377,30315
9481,419,33960
9493,1,10
9508,84,8621
9508,170,17223
9509,59,4771
9509,59,4776
9509,218,20546
9509,394,38104
9509,394,38131
9513,141,13966
9514,207,16138
9538,3,432
9538,11,920
9538,11,925
9538,11,929
9538,15,1157
9538,17,1297
9538,17,1302
9538,23,1682
9538,23,1704
9538,26,1885
9538,31,2225
9538,33,2339
9538,33,2342
9538,38,2677
9538,39,2738
9538,43,3003
9538,49,3409
9538,52,3592
9538,58,3969
9538,63,4273
9538,64,4329
9538,65,4388
9541,11,999
9541,19,1569
9541,51,3685
9541,51,3696
9541,62,4407
9541,62,4423
9541,63,4473
9541,65,4596
9541,72,5056
9541,91,6349
9541,117,8031
9541,120,8203
9541,130,8857
9541,130,8860
9517,16,1393
9517,26,2279
9517,31,2747
9517,33,2907
9517,41,3584
9517,61,5278
9517,61,5296
9517,65,5631
9517,75,6499
9517,80,6868
9517,88,7554
9517,100,8597
9517,100,8599
9517,110,9438
9517,110,9439
9517,120,10339
9517,164,14011
9517,164,14022
9517,171,14576
9517,171,14617
9517,177,15121
9517,210,17891
9517,230,19609
9517,230,19610
9517,248,21178
9517,265,22589
9517,290,24601
9517,295,25089
9517,300,25508
9517,325,27681
9517,346,29418
9517,368,31271
9517,368,31281
9517,368,31293
9517,378,32123
9517,388,33031
9517,392,33381
9517,392,33391
9517,393,33457
9517,396,33751
9517,396,33755
9517,398,33930
9517,410,35043
9517,410,35053
9538,5,551
9538,53,3648
9538,53,3665
9517,13,1106
9517,34,2972
9517,69,5999
9517,89,7625
9517,105,9023
9517,115,9911
9517,127,10975
9517,133,11574
9517,147,12651
9517,147,12679
9517,158,13552
9517,173,14778
9517,182,15556
9517,203,17355
9517,203,17361
9517,203,17368
9517,203,17381
9517,217,18518
9517,217,18550
9517,239,20359
9517,241,20569
9517,253,21604
9517,253,21624
9517,253,21649
9517,268,22845
9517,268,22852
9517,268,22856
9517,274,23351
9517,284,24075
9517,293,24870
9517,297,25299
9517,310,26371
9517,310,26391
9517,310,26399
9517,315,26842
9517,320,27266
9517,344,29211
9517,344,29222
9517,345,29327
9517,355,30141
9517,355,30145
9517,381,32375
9517,402,34303
9517,402,34326
9517,404,34473
9517,409,34944
8607,67,6131
8638,173,17951
8638,182,18933
8638,395,42742
8638,395,42758
8667,331,28246
8667,331,28294
8672,100,11462
8675,19,2063
8675,70,7308
8675,167,18367
8675,227,25796
8675,237,27067
8679,72,6193
8679,77,6614
8679,109,8800
8679,109,8819
8679,172,13731
8679,172,13748
8684,47,5684
8684,47,5714
8684,113,13226
8684,161,17755
8684,476,52273
8684,476,52300
8684,480,52727
8685,109,11665
8685,124,13066
8685,276,29031
8685,276,29038
8685,276,29046
8710,103,10103
8723,6,1084
8723,6,1085
8723,6,1090
8723,81,11978
8740,396,39925
8766,36,4637
9493,185,13881
9508,125,12613
9508,125,12624
9508,126,12728
9508,126,12745
9508,126,12756
9509,47,3579
9509,81,6981
9509,81,7004
9509,219,20650
9509,333,31842
9509,428,41460
9509,428,41504
9511,61,5234
9515,10,627
9535,312,21716
9535,312,21719
8638,159,16344
8638,256,27219
8638,256,27228
8638,261,27813
8638,261,27820
8638,379,40988
8667,221,17091
8672,178,20519
8672,178,20530
8672,180,20725
8672,180,20745
8675,47,5277
8675,62,6548
8675,127,13423
8675,127,13461
8679,52,4510
8679,53,4632
8679,53,4633
8679,53,4640
8679,198,16078
8679,350,31692
8679,350,31710
8679,452,44333
8684,159,17560
8684,174,18899
8684,199,21401
8684,199,21407
8684,201,21621
8684,301,32796
8684,438,47818
8684,438,47857
8686,107,11042
8686,280,29119
8686,280,29133
8686,280,29137
8723,55,8262
8723,208,29579
8723,261,37124
8723,288,40922
8723,288,40923
8723,288,40925
8723,288,40937
8723,288,40956
8723,288,40978
8723,292,41521
8740,213,20788
9481,8,589
9481,125,9049
9508,38,4291
9508,40,4487
9508,156,15890
9509,270,25683
9509,353,33792
9509,404,39074
9509,425,41225
9516,3,390
9516,3,411
9544,113,9791
9564,379,28072
8638,264,28157
8638,281,29971
8638,281,29973
8638,281,30001
8638,364,39197
8638,364,39200
8638,445,48287
8667,343,29699
8672,109,12528
8672,154,17686
8679,34,2618
8679,70,6066
8684,35,4361
8684,127,14629
8684,132,15148
8684,172,18745
8684,172,18753
8684,413,45058
8684,444,48498
8685,182,19024
8686,255,26601
8686,272,28206
8723,140,20417
8723,158,22808
8723,194,27676
8723,194,27704
8723,212,30168
8723,254,36099
8739,15,1597
9493,191,14330
9508,65,6810
9508,65,6812
9508,65,6820
9509,119,10493
9511,62,5296
9511,202,19018
9515,54,4442
9535,28,1972
9535,78,5398
9564,299,21153
8638,10,1055
8638,228,24142
8667,210,16385
8675,39,4373
8675,39,4374
8679,71,6127
8679,138,11016
8679,209,17063
8679,242,20020
8679,306,26012
8684,20,2699
8684,38,4675
8684,104,12312
8684,293,31877
8684,293,31916
8684,315,34231
8684,445,48638
8684,478,52508
8685,133,13945
8723,98,14426
8723,98,14470
8723,277,39353
8723,277,39373
8723,277,39393
8723,354,49566
8723,354,49582
8739,12,1298
8739,12,1302
8739,12,1307
8740,335,33648
9481,27,2011
9481,27,2024
9481,27,2031
9481,157,11756
9509,76,6506
9509,131,11702
9509,156,14200
9509,156,14211
9509,243,23003
9511,120,10605
9515,39,3121
9515,41,3293
9515,41,3304
9542,261,18018
8638,67,6657
8638,67,6666
8638,158,16229
8638,158,16257
8638,330,35508
8638,334,35864
8638,334,35888
8638,334,35897
8638,371,40000
8667,295,24111
8667,295,24169
8667,338,29145
8672,134,15388
8675,56,6009
8675,56,6011
8679,222,18184
8679,222,18186
8679,222,18188
8679,239,19805
8679,239,19806
8679,239,19810
8679,394,37056
8679,394,37076
8679,416,39759
8684,23,3028
8684,23,3089
8686,66,6770
8686,66,6778
8686,66,6781
8723,71,10542
8723,221,31407
8723,265,37671
8723,265,37739
8723,285,40550
8723,285,40553
8723,327,45833
8723,353,49462
9481,120,8673
9492,105,8099
9508,87,8953
9508,87,8971
9508,145,14707
9508,155,15725
9508,155,15736
9508,210,21264
9509,313,29871
9509,396,38314
9511,14,978
9511,72,6248
9542,251,17205
8638,270,28824
8638,270,28843
8638,270,28862
8638,365,39326
8638,462,50264
8667,246,19030
8667,246,19063
8675,63,6637
8675,63,6671
8675,71,7411
8679,459,45144
8684,62,7366
8684,214,23052
8684,305,33219
8684,305,33245
8684,351,38126
8684,351,38128
8685,49,5178
8685,57,5948
8685,126,13321
8685,255,26722
8685,280,29318
8686,16,1520
8686,105,10866
8686,184,18896
8686,184,18897
8710,46,4008
8723,10,1698
8723,60,8973
8723,60,9007
8723,63,9466
8723,63,9467
8723,278,39551
9481,203,15511
9481,203,15534
9481,378,30396
9509,73,6181
9509,256,24317
9509,256,24318
9509,256,24322
9509,275,26208
9509,332,31756
9509,410,39679
9509,422,40913
9511,65,5586
9513,164,16165
9544,64,5372
8638,57,5678
8638,244,25846
8638,416,45139
8638,418,45375
8638,461,50154
8672,135,15471
8672,135,15478
8675,118,12239
8675,118,12245
8675,118,12265
8675,118,12274
8675,118,12285
8675,158,17286
8675,158,17298
8679,19,1448
8679,19,1484
8679,19,1487
8679,204,16631
8679,204,16649
8679,205,16683
8679,227,18773
8684,53,6367
8684,53,6403
8684,110,12857
8684,212,22847
8684,236,25440
8684,236,25452
8684,236,25454
8684,399,43449
8684,399,43507
8684,436,47646
8685,80,8403
8685,80,8432
8685,80,8434
8686,221,22931
8686,221,22985
8686,221,22987
8723,29,4363
8723,270,38439
8723,335,46955
8740,344,34598
8766,3,319
8766,7,833
9508,66,6880
9508,66,6911
9508,200,20217
9511,29,2349
9514,73,6185
9542,190,12823
9542,363,25557
9564,26,2460
9564,26,2481
8613,10,742
8638,106,10555
8638,106,10574
8667,222,17188
8667,228,17714
8667,285,22960
8672,119,13655
8675,131,13905
8679,36,2805
8679,36,2826
8679,100,8256
8679,142,11403
8679,142,11467
8679,257,21309
8684,295,32090
8684,295,32140
8684,432,47134
8685,34,3486
8685,60,6258
8685,222,23238
8723,174,24964
8723,184,26240
8723,184,26275
8723,188,26834
8723,200,28403
8723,201,28598
8766,274,33897
9481,339,27036
9508,31,3645
9509,192,17877
9509,309,29526
9511,145,12997
9511,145,13006
9511,145,13008
9511,200,18754
9511,224,21443
9513,193,18584
9535,280,19466
9535,280,19467
9542,343,24081
9564,307,21781
9564,307,21814
9564,401,30128
9564,401,30140
8638,190,19789
8638,212,22279
8638,212,22307
8638,212,22316
8638,212,22330
8638,340,36520
8638,340,36573
8638,410,44414
8667,340,29343
8667,340,29369
8672,121,13880
8672,127,14570
8675,37,4166
8679,128,10239
8679,171,13626
8679,171,13673
8679,206,16786
8679,233,19173
8679,334,29671
8679,334,29672
8679,334,29679
8679,334,29724
8679,334,29734
8679,472,46616
8684,141,16078
8684,170,18561
8684,415,45245
8684,415,45259
8684,415,45273
8685,83,8702
8685,83,8761
8685,217,22718
8685,217,22730
8686,349,36691
8710,129,12792
8723,72,10712
8723,147,21299
8723,147,21337
8723,251,35702
8723,348,48729
8723,348,48765
8723,348,48774
8739,2,385
8739,2,388
8740,382,38503
8740,395,39797
8766,25,3171
9481,136,9999
9481,433,35137
9492,5,290
9508,143,14492
9508,182,18338
9509,320,30602
9511,143,12829
9511,176,16173
9515,47,3836
9564,106,8865
9564,106,8899
8590,213,20379
8590,219,20961
8590,224,21460
8590,227,21721
8590,238,22872
8590,244,23500
8590,251,24232
8590,254,24545
8590,254,24550
8590,262,25390
8590,284,27598
8590,287,27902
8590,288,27990
8590,292,28398
8590,302,29427
8590,305,29704
8590,315,30737
8590,324,31679
8590,325,31817
8590,326,31898
8590,347,34069
8590,352,34544
8590,353,34628
8590,355,34872
8590,362,35539
8590,365,35830
8590,368,36085
8590,370,36283
8590,373,36586
8590,387,37826
8590,391,38241
8590,391,38243
8590,397,38839
8590,403,39450
8590,412,40368
8590,413,40484
8590,422,41398
8590,425,41710
8590,429,42084
8590,434,42622
8590,472,46490
8590,474,46760
8590,54,4947
8590,59,5441
8590,100,9388
8590,122,11442
8590,122,11448
8590,162,15443
8590,180,17172
8590,187,17818
8590,190,18138
8590,190,18144
8590,203,19387
8590,216,20664
8590,228,21840
8590,230,22033
8590,236,22670
8590,236,22676
8590,246,23719
8590,246,23733
8590,260,25155
8590,261,25265
8590,261,25273
8590,276,26763
8590,280,27171
8590,280,27174
8590,285,27713
8590,289,28094
8590,289,28103
8590,290,28186
8590,308,30021
8590,312,30445
8590,321,31376
8590,327,32014
8590,345,33864
8590,356,34985
8590,366,35901
8590,369,36195
8590,386,37711
8590,388,37918
8590,388,37929
8590,404,39556
8590,414,40583
8590,415,40684
8590,415,40701
8590,417,40903
8590,426,41793
8590,428,41986
8590,431,42306
8590,431,42307
8590,431,42319
8590,440,43231
8590,445,43736
8590,452,44437
8590,452,44457
8590,14,1433
8590,18,1781
8590,18,1782
8590,24,2264
8590,33,3084
8590,39,3593
8590,47,4365
8590,97,9110
8590,102,9626
8590,125,11717
8590,134,12622
8590,160,15227
8590,165,15735
8590,169,16110
8590,173,16503
8590,173,16517
8590,178,16953
8590,178,16954
8590,179,17041
8590,199,18982
8590,200,19069
8590,200,19096
8590,215,20543
8590,215,20564
8590,237,22767
8590,243,23407
8590,253,24436
8590,253,24453
8590,311,30321
8590,311,30322
8590,320,31275
8590,332,32558
8590,354,34762
8590,361,35455
8590,361,35472
8590,361,35476
8590,401,39236
8590,401,39243
8590,409,40067
8590,436,42822
8590,471,46384
8590,477,46967
8590,4,430
8590,46,4281
8590,55,5037
8590,90,8489
8590,90,8493
8590,113,10614
8590,120,11254
8590,120,11263
8590,132,12405
8590,132,12409
8590,143,13499
8590,143,13501
8590,186,17731
8758,280,30358
8758,285,31004
8758,289,31525
8758,289,31529
8758,290,31647
8758,300,32939
8758,300,32967
8758,302,33198
8758,302,33204
8758,303,33309
8758,311,34289
8758,322,35652
8758,322,35669
8758,355,39763
8758,357,39977
8758,382,42958
8758,395,44386
8758,403,45340
8758,410,46232
8758,410,46233
8758,413,46612
8758,430,48892
8609,11,1271
8609,29,2671
8609,36,3172
8609,48,4070
8609,48,4079
8609,52,4371
8609,63,5040
8609,63,5051
8611,11,614
8611,21,1310
8614,8,721
8614,15,1277
8614,17,1405
8614,17,1419
8614,19,1561
8614,31,2381
8614,47,3466
8614,78,5658
8615,8,494
8615,9,560
8615,17,1096
8615,18,1181
8615,22,1444
8615,23,1551
8615,27,1822
8615,27,1830
8615,37,2536
8615,38,2618
8615,46,3206
8617,39,2854
8617,44,3213
8609,15,1580
8609,15,1604
8609,38,3327
8609,46,3931
8609,47,4021
8609,50,4252
8611,42,2793
8611,52,3556
8611,52,3571
8611,52,3582
8614,13,1143
8614,13,1144
8614,51,3774
8614,69,5020
8614,72,5220
8615,5,278
8615,6,339
8615,14,899
8615,19,1235
8615,21,1372
8615,34,2324
8615,49,3404
8617,3,240
8609,41,3610
8609,42,3675
8609,58,4775
8612,21,1583
8612,21,1584
8612,21,1611
8614,14,1199
8614,16,1331
8614,16,1337
8614,16,1343
8614,16,1345
8614,46,3397
8614,67,4874
8614,73,5314
8614,77,5588
8615,15,966
8615,15,967
8615,28,1888
8615,28,1909
8615,31,2109
8615,40,2778
8615,40,2784
8615,45,3123
8615,48,3329
8625,2,97
8625,8,609
8625,9,664
8625,9,681
8625,9,691
8625,17,1246
8625,24,1799
8625,34,2619
8625,35,2687
8711,3,524
8711,7,1000
8711,8,1146
8711,15,2776
8711,20,3484
8711,24,4028
8711,24,4064
8711,25,4238
8711,25,4292
8711,26,4406
8711,28,4716
8590,221,21151
8590,239,22991
8590,241,23171
8590,304,29611
8590,309,30115
8590,309,30122
8590,334,32749
8590,343,33670
8590,346,33945
8590,357,35072
8590,357,35074
8590,380,37164
8590,400,39162
8590,406,39771
8590,407,39881
8590,423,41503
8590,446,43826
8590,446,43827
8590,453,44555
8590,455,44766
8590,473,46630
8612,1,37
8612,2,100
8612,18,1375
8612,18,1377
8612,26,2037
8625,3,169
8625,5,366
8625,7,515
8625,10,773
8625,13,915
8625,29,2231
8625,31,2356
8625,36,2781
8711,2,393
8711,5,769
8711,12,1948
8711,21,3626
8711,27,4570
8611,17,1053
8611,22,1396
8611,22,1400
8611,36,2362
8611,36,2364
8611,36,2367
8611,54,3727
8614,61,4455
8614,65,4740
8614,70,5079
8614,76,5501
8614,76,5510
8617,5,415
8617,7,555
8617,10,796
8617,12,910
8617,27,2052
8617,27,2062
8617,31,2365
8617,31,2374
8617,33,2511
8617,48,3505
8617,49,3569
8617,51,3699
8617,52,3751
8617,52,3753
8617,53,3818
8617,54,3902
8617,56,4050
8617,56,4068
8617,56,4072
8617,58,4214
8617,58,4232
8617,59,4272
8617,59,4296
8617,60,4355
8617,66,4816
8617,66,4821
8611,13,756
8611,13,763
8611,15,896
8611,18,1113
8611,38,2503
8611,40,2646
8611,45,3075
8611,46,3155
8611,55,3799
8611,55,3801
8611,56,3903
8611,56,3905
8614,9,797
8614,9,798
8614,9,809
8614,9,817
8614,18,1504
8614,26,1979
8614,30,2320
8614,33,2517
8614,33,2519
8614,48,3536
8614,50,3684
8614,54,3971
8614,62,4540
8614,64,4690
8614,68,4939
8614,74,5389
8615,50,3495
8615,50,3509
8638,32,3256
8638,32,3297
8638,163,16771
8638,163,16827
8638,213,22405
8638,213,22439
8638,247,26204
8667,334,28642
8667,334,28658
8672,114,13073
8675,14,1520
8675,53,5717
8675,58,6173
8679,45,3785
8679,193,15701
8679,200,16264
8679,313,26907
8679,313,26938
8684,56,6720
8684,56,6752
8684,56,6760
8684,96,11287
8684,96,11318
8684,260,28201
8684,260,28205
8684,260,28216
8684,260,28232
8684,349,37885
8684,390,42444
8684,390,42447
8684,391,42543
8686,29,2906
8686,29,2910
8686,81,8381
8686,264,27453
8723,105,15441
8723,105,15452
8723,144,20979
8723,148,21446
8723,148,21481
8723,241,34281
8723,241,34295
8723,241,34319
8723,273,38816
8723,344,48191
8723,344,48197
8740,322,32299
9481,165,12409
9509,211,19819
9509,211,19824
9511,80,6952
9511,80,6988
9511,161,14539
9511,169,15401
9515,7,449
9535,5,301
8586,459,41054
8607,23,2185
8638,77,7510
8638,267,28514
8638,328,35265
8638,328,35281
8638,328,35305
8638,338,36292
8638,467,50828
8679,2,98
8679,2,136
8679,78,6673
8679,164,13095
8679,438,42501
8684,3,753
8684,158,17490
8684,326,35516
8684,469,51417
8684,469,51418
8686,293,30580
8686,293,30581
8686,293,30589
8723,23,3573
8723,120,17573
8723,266,37869
8723,301,42778
8723,301,42845
8723,357,50053
8740,219,21420
8740,332,33314
8766,256,31561
8766,256,31577
9481,76,5336
9481,126,9120
9481,126,9157
9481,435,35332
9481,459,37297
9481,463,37663
9481,463,37668
9493,103,7696
9508,19,2475
9509,152,13771
9509,187,17336
9509,187,17366
9509,209,19601
9509,346,33099
9509,365,35041
9509,400,38631
9511,79,6885
9511,166,15097
9514,211,16485
9515,13,862
9544,101,8745
9564,14,1488
8638,2,162
8638,347,37336
8638,347,37338
8638,377,40738
8638,452,49076
8667,280,22395
8672,166,19097
8672,166,19137
8675,75,7882
8675,242,27642
8675,242,27697
8679,62,5410
8679,62,5432
8679,271,22752
8679,336,29910
8679,354,32177
8679,415,39651
8684,12,1756
8684,149,16727
8685,231,24176
8685,231,24186
8685,231,24208
8685,231,24216
8685,231,24219
8686,198,20455
8686,198,20496
