run,subrun,event
8652,120,9758
8652,146,12056
8652,252,19816
8652,282,22019
8652,290,22634
8652,302,23520
8652,308,24032
8652,320,25002
8652,328,25576
8652,334,26053
8652,341,26589
8652,353,27522
8652,392,30182
8652,393,30267
8652,402,30956
8652,408,31495
8652,408,31514
8652,429,33962
8652,435,34489
8652,444,35064
8652,445,35142
8652,445,35143
8652,450,35477
8652,457,36024
8596,5,424
8596,10,909
8596,93,8642
8596,111,10256
8596,116,10712
8596,116,10718
8596,231,21433
8596,231,21440
8596,242,22480
8596,252,23426
8596,253,23519
8596,310,28724
8596,453,41664
8679,321,27916
8679,335,29850
8679,339,30299
8679,340,30431
8679,347,31329
8679,355,32333
8679,364,33400
8679,368,33936
8679,376,34870
8679,378,35095
8679,378,35109
8679,378,35117
8679,382,35563
8679,382,35571
8679,424,40752
8679,439,42602
8679,439,42629
8679,447,43728
8679,457,44892
8679,457,44915
8679,468,46154
8679,480,47694
8596,123,11378
8596,149,13775
8596,172,16026
8596,247,22948
8596,301,27858
8596,304,28126
8596,327,30297
8596,327,30306
8596,334,30936
8596,436,40158
8596,493,45284
8679,291,24396
8679,314,26987
8679,317,27430
8679,329,29022
8679,331,29288
8679,331,29333
8679,344,30915
8679,344,30960
8679,359,32840
8679,366,33628
8679,372,34416
8679,399,37689
8679,399,37695
8679,419,40129
8679,419,40132
8679,425,40848
8679,425,40879
8679,451,44193
8679,462,45594
8596,29,2722
8596,29,2724
8596,31,2891
8596,84,7835
8596,201,18678
8596,235,21836
8596,275,25478
8596,303,28025
8596,388,35822
8596,394,36351
8596,394,36359
8596,420,38707
8596,443,40796
8596,452,41588
8596,468,42982
8596,485,44542
8596,488,44832
8596,492,45173
8596,495,45453
8679,401,37975
8679,421,40371
8679,421,40407
8679,427,41091
8679,427,41102
8679,427,41113
8679,453,44423
8679,456,44738
8679,474,46884
8596,48,4488
8596,49,4579
8596,62,5783
8596,72,6722
8596,199,18501
8596,219,20330
8596,223,20730
8596,234,21754
8596,251,23326
8596,262,24380
8596,288,26696
8596,291,26963
8596,314,29101
8596,337,31242
8596,401,36940
8596,405,37254
8596,410,37727
8596,424,39066
8596,448,41198
8596,463,42548
8596,464,42646
8596,470,43168
8596,490,44993
8679,470,46400
8596,4,317
8596,30,2807
8596,32,2996
8596,76,7098
8596,91,8443
8596,137,12640
8596,158,14637
8596,239,22196
8596,259,24090
8596,299,27663
8596,313,29015
8596,336,31137
8596,354,32770
8596,387,35728
8596,461,42360
8596,500,45901
8596,88,8165
8596,105,9734
8596,180,16775
8596,203,18857
8596,203,18870
8596,355,32857
8596,459,42181
8596,474,43561
8596,487,44713
8649,4,484
8649,6,648
8649,10,1073
9480,8,694
9480,120,8781
9480,129,9496
9480,140,10411
9480,146,10933
9480,168,12833
9480,188,14518
9480,196,15155
9480,202,15671
9482,17,1292
9482,23,1808
9482,34,2757
9482,40,3295
9482,42,3425
9482,42,3459
9482,46,3763
9482,66,5452
9482,92,7712
9482,97,8128
9482,97,8129
9482,108,9092
9482,118,9971
9482,142,12024
9482,155,13168
9482,158,13419
9482,158,13423
9482,169,14332
9482,173,14723
9482,192,16282
9482,192,16297
9482,200,16962
9482,204,17324
9482,268,21312
9482,283,22190
9482,294,22970
9480,126,9238
9480,126,9239
9480,162,12301
9480,184,14199
9480,213,16654
9480,248,19621
9480,263,20912
9480,327,25014
9480,329,25117
9480,356,27205
9480,362,27685
9480,375,28707
9480,380,29157
9480,384,29545
9480,389,29966
9480,394,30412
9480,406,31382
9480,419,32534
9480,430,33219
9480,440,34048
9480,440,34054
9480,464,35934
9480,469,36310
9480,469,36326
9482,4,250
9482,4,253
9482,24,1891
9482,77,6435
9482,77,6440
9482,119,10033
9482,138,11723
9482,148,12544
9482,189,16042
9482,189,16050
9482,197,16723
9482,203,17234
9482,213,17940
9482,222,18546
9482,233,19239
9482,233,19244
9482,264,21053
9482,269,21384
9482,274,21631
9482,300,23433
9485,17,1517
9485,125,9197
9485,131,9660
9485,168,12510
9485,177,13249
9485,177,13271
9485,189,14249
9485,209,15935
9485,220,16828
9485,240,18515
9485,240,18530
9485,251,19469
9485,253,19646
9485,267,20823
9482,62,5141
9482,101,8488
9482,102,8560
9482,102,8571
9482,102,8580
9482,111,9338
9482,124,10514
9482,135,11459
9482,151,12822
9482,156,13252
9482,170,14479
9482,177,15086
9482,183,15557
9482,183,15572
9482,186,15785
9482,186,15798
9482,190,16118
9482,196,16628
9482,228,18922
9482,236,19446
9482,254,20419
9485,11,1061
9485,16,1425
9485,50,3868
9485,54,4124
9485,68,5081
9485,94,6877
9485,95,6939
9485,100,7265
9485,122,8935
9485,137,10131
9485,140,10338
9485,140,10339
9485,159,11798
9485,180,13536
9485,203,15445
9485,248,19265
9485,260,20217
9480,17,1442
9480,21,1757
9480,147,11022
9480,190,14666
9480,199,15407
9480,216,16916
9480,231,18190
9480,252,19954
9480,262,20821
9480,264,20983
9480,275,21875
9480,353,26937
9480,354,27018
9480,354,27035
9480,376,28797
9480,383,29402
9480,392,30201
9480,399,30755
9480,410,31730
9480,414,32108
9480,417,32352
9480,417,32366
9480,436,33724
9480,438,33865
9480,444,34354
9480,448,34629
9480,451,34886
9480,457,35376
9480,128,9392
9480,143,10684
9480,192,14820
9480,197,15219
9480,204,15851
9480,204,15867
9480,227,17842
9480,238,18789
9480,251,19870
9480,259,20538
9480,357,27265
9480,365,27929
9480,372,28509
9480,393,30297
9480,402,31092
9480,411,31846
9480,466,36081
9480,466,36113
9480,472,36561
9480,20,1674
9480,155,11688
9480,229,18026
9480,322,24609
9480,334,25494
9480,335,25582
9480,355,27103
9480,369,28245
9480,371,28427
9480,371,28441
9480,381,29267
9480,387,29778
9480,387,29799
9480,396,30562
9480,401,30982
9480,407,31477
9480,407,31478
9480,407,31518
9480,413,32022
9480,418,32463
9480,420,32657
9480,431,33316
9480,437,33799
9480,437,33819
9480,441,34125
9480,455,35220
9481,14,1014
9481,14,1017
9481,30,2216
9481,71,4938
9481,78,5530
9481,93,6658
9481,112,8019
9481,121,8780
9481,132,9643
9481,135,9923
9481,139,10227
9481,139,10236
9481,150,11132
9481,162,12163
9481,180,13664
9481,227,17491
9481,238,18440
9481,248,19285
9481,251,19564
9481,287,22572
9481,300,23711
9481,331,26326
9481,336,26758
9481,337,26854
9481,337,26876
9481,352,28188
9481,371,29787
9481,414,33535
9481,467,37996
9481,475,38708
9544,222,19223
9544,222,19229
9544,227,19564
9544,235,20046
9544,240,20365
9544,244,20555
9544,262,21679
9544,268,22049
9544,276,22489
9544,298,23849
9544,306,24372
9544,378,28859
9544,384,29281
9544,384,29297
9544,388,29507
9544,400,30282
9544,426,31899
9544,464,34236
9544,474,34851
9544,479,35200
9544,480,35248
9544,335,26181
9544,335,26186
9544,389,29597
9544,446,33096
9544,449,33296
9544,475,34938
9556,2,107
9556,2,124
9556,3,185
9556,6,457
9556,7,502
9557,25,1766
9542,330,23090
9542,344,24163
9542,418,29110
9542,453,31822
9544,2,129
9544,6,464
9544,6,506
9544,11,993
9544,18,1603
9544,21,1845
9544,58,4939
9544,58,4958
9544,98,8485
9544,104,9000
9544,104,9021
9544,104,9029
9544,159,14015
9544,174,15321
9544,174,15351
9544,185,16334
9544,194,17043
9544,205,17976
9544,205,18003
9544,208,18262
9544,241,20418
9544,324,25493
9544,398,30141
9544,410,30905
9542,392,27701
9542,395,27910
9542,436,30488
9542,451,31648
9544,8,653
9544,8,687
9544,48,4182
9544,48,4208
9544,60,5110
9544,60,5129
9544,81,6935
9544,100,8633
9544,103,8919
9544,115,9968
9544,125,10885
9544,140,12198
9544,156,13664
9544,171,15086
9544,184,16259
9544,196,17205
9544,204,17877
9544,204,17887
9544,212,18594
9544,236,20125
9544,256,21295
9544,282,22869
9544,294,23603
9544,318,25117
9544,326,25620
9544,331,25916
9544,341,26580
9544,414,31168
9544,438,32630
9542,1,13
9542,1,32
9542,17,1085
9542,27,1717
9542,35,2231
9542,55,3711
9542,70,4839
9542,71,4929
9542,184,12376
9542,227,15456
9542,232,15871
9542,236,16160
9542,246,16790
9542,250,17145
9542,255,17537
9542,256,17617
9542,258,17780
9542,265,18317
9542,267,18455
9542,273,18903
9542,283,19682
9542,294,20497
9542,301,21015
9542,318,22197
9542,319,22286
9542,323,22579
9542,324,22649
9542,336,23546
9542,340,23871
9542,346,24302
9542,348,24418
9542,361,25411
9542,366,25744
9542,366,25748
9542,69,4768
9542,86,6008
9542,93,6457
9542,120,8254
9542,186,12518
9542,197,13329
9542,209,14173
9542,209,14185
9542,218,14809
9542,247,16868
9542,269,18602
9542,305,21304
9542,331,23177
9542,339,23777
9542,342,23995
9542,350,24607
9542,360,25334
9542,396,27967
9542,396,27976
9542,396,27989
9542,396,27992
9542,419,29170
9542,419,29195
9542,427,29797
9544,7,594
9544,12,1070
9544,29,2498
9544,29,2509
9544,39,3397
9544,59,4999
9544,70,5954
9544,78,6648
9544,87,7457
9544,97,8367
9544,114,9885
9544,119,10314
9544,124,10796
9542,2,77
9542,19,1192
9542,26,1638
9542,42,2708
9542,47,3021
9542,47,3025
9542,50,3275
9542,62,4235
9542,62,4256
9542,68,4672
9542,72,5018
9542,85,5930
9542,108,7488
9542,122,8409
9542,149,10100
9542,163,10989
9542,168,11324
9542,174,11702
9542,205,13883
9542,233,15934
9544,142,12377
9544,167,14713
9544,167,14716
9544,190,16712
9544,201,17616
9544,201,17648
9544,219,19038
9544,230,19734
9542,22,1403
9542,44,2820
9542,44,2835
9542,65,4507
9542,97,6720
9542,104,7193
9542,115,7922
9542,173,11642
9542,173,11643
9542,187,12603
9542,198,13399
9542,213,14441
9546,24,1425
9546,27,1617
9546,27,1620
9546,27,1625
9546,36,2124
9550,7,630
9550,8,709
9550,13,1022
9550,17,1270
9550,45,2894
9550,78,4803
9550,80,4911
9550,81,4980
9542,3,148
9542,3,151
9542,28,1765
9542,28,1783
9542,30,1892
9542,40,2553
9542,241,16453
9542,253,17385
9542,262,18071
9542,278,19286
9542,286,19888
9542,286,19892
9542,300,20929
9542,321,22422
9542,334,23394
9542,347,24358
9542,372,26185
9542,373,26272
9542,393,27769
9542,421,29336
9542,432,30186
9542,432,30195
9544,5,396
9544,5,408
9544,10,841
9544,10,865
9544,10,879
9544,26,2274
9544,31,2716
9544,53,4530
9544,53,4533
9544,57,4817
9544,68,5773
9544,68,5775
9544,74,6275
9544,90,7743
9544,99,8566
9544,99,8571
9544,109,9429
9544,122,10599
9544,144,12553
9544,165,14538
9544,170,14952
9544,180,15871
9544,180,15887
9544,191,16789
9544,191,16794
8638,54,5459
8638,471,51349
8667,301,24768
8672,23,2581
8672,139,15891
8675,120,12528
8679,325,28542
8679,383,35691
8679,383,35711
8684,67,8023
8684,67,8061
8684,108,12695
8684,433,47228
8686,231,24118
8686,277,28718
8723,27,4098
8723,27,4116
8723,196,28023
8723,224,31871
8740,108,10466
9481,43,3249
9481,43,3259
9481,141,10374
9481,242,18768
9493,298,22334
9493,298,22341
9508,160,16279
9509,110,9603
9509,110,9632
9509,295,28226
9509,301,28673
9509,413,40007
9509,413,40042
9509,417,40405
9511,189,17580
9511,215,20460
8638,120,12033
8638,134,13521
8638,234,24834
8672,92,10546
8672,115,13201
8675,102,10698
8675,114,11885
8679,403,38196
8679,410,39042
8679,410,39056
8684,76,8988
8684,184,19751
8685,290,30222
8723,250,35533
8723,250,35559
8740,34,3149
9481,175,13240
9481,226,17410
9492,37,2747
9492,37,2766
9508,128,12958
9508,166,16844
9508,177,17905
9509,102,8824
9509,159,14569
9509,205,19204
9509,408,39504
9511,37,3047
9544,108,9364
9544,108,9371
9544,141,12289
9544,141,12297
8638,48,4892
8638,278,29654
8638,278,29679
8638,278,29710
8638,285,30422
8638,417,45251
8667,329,28067
8667,329,28078
8679,61,5351
8679,384,35820
8684,118,13665
8684,353,38382
8686,382,40000
8686,382,40025
8723,165,23683
8723,336,47089
8723,336,47111
9481,444,36112
9508,61,6446
9508,101,10302
9508,209,21150
9513,133,13167
9515,32,2473
9515,45,3661
8638,321,34562
8638,383,41436
8638,480,52359
8638,480,52364
8672,148,16957
8672,157,18009
8675,109,11459
8679,445,43388
8684,151,16883
8684,152,16925
8684,198,21343
8684,247,26762
8710,45,3899
8723,125,18285
9481,95,6806
9481,400,32327
9481,422,34201
9508,90,9224
9508,90,9253
9508,91,9356
9508,91,9369
9508,107,10928
9509,246,23271
9509,246,23281
9509,269,25564
9511,188,17457
9515,58,4810
9535,242,16850
9542,290,20172
9564,82,7258
8638,308,33030
8667,315,26439
8667,315,26471
8672,179,20617
8679,48,4082
8679,387,36197
8679,387,36221
8684,28,3559
8684,137,15676
8684,231,24899
8684,231,24927
8684,336,36610
8684,381,41412
8686,376,39214
8723,216,30717
9481,297,23464
9481,440,35736
9481,472,38434
9508,216,21846
9509,445,43077
9511,2,88
9511,30,2452
9542,212,14365
9564,216,14131
9564,216,14143
9564,216,14168
8607,66,6021
8672,18,2028
8672,89,10223
8675,28,3136
8675,28,3186
8675,46,5142
8679,39,3124
8679,39,3145
8679,39,3149
8679,41,3342
8679,154,12378
8679,215,17634
8679,319,27675
8679,319,27694
8679,319,27701
8684,36,4492
8684,449,49078
8685,114,11987
8685,147,15374
8686,52,5289
8686,90,9239
8686,417,43835
8686,417,43871
8723,130,19007
8723,130,19031
8723,324,45490
9481,89,6319
9481,470,38228
9481,470,38235
9492,114,8806
9493,149,11137
9508,8,1394
9508,196,19765
9509,60,4920
9509,164,15093
9509,248,23475
9509,294,28144
9509,390,37661
9509,434,42089
9511,16,1150
9511,16,1176
9511,178,16395
9511,182,16834
9542,327,22867
9564,55,4900
9564,72,6403
8638,271,28975
8638,271,29000
8638,339,36388
8638,412,44685
8638,413,44782
8638,428,46531
8638,428,46562
8638,444,48138
8675,239,27323
8679,159,12768
8679,274,23060
8679,274,23081
8679,443,43170
8684,307,33454
8710,136,13535
8723,12,1957
8723,88,12908
8723,272,38698
8740,50,4742
8740,50,4747
9481,436,35396
9492,90,6952
9492,90,6958
9493,219,16461
9493,219,16471
9508,22,2770
9508,142,14361
9509,13,1304
9509,160,14647
9509,160,14651
9509,216,20360
9509,266,25282
9509,378,36365
9509,444,42930
9511,69,5979
9513,135,13346
9515,55,4529
9515,55,4548
9535,146,10071
9535,146,10073
9535,229,15958
9535,344,24026
9535,344,24029
9535,407,28489
9542,181,12174
8638,178,18477
8638,259,27635
8638,288,30793
8638,302,32405
8667,276,21860
8675,35,3917
8675,173,19090
8679,68,5917
8679,96,7985
8679,130,10382
8679,130,10399
8679,130,10409
8679,130,10415
8679,268,22439
8684,94,11071
8684,94,11102
8684,112,13085
8684,288,31305
8685,91,9640
8686,123,12696
8723,83,12262
8723,102,15057
8723,291,41411
8723,343,47994
8723,343,48017
8723,343,48033
8740,245,24155
9493,28,2260
9508,117,11769
9509,171,15792
9509,171,15800
9509,171,15814
9509,376,36204
9509,423,41015
9535,104,7216
9564,257,17560
8638,131,13179
8638,232,24646
8638,273,29203
8638,394,42606
8672,31,3564
8672,31,3573
8675,32,3589
8679,360,32930
8679,360,32943
8679,375,34743
8679,404,38353
8681,387,31642
8685,225,23516
8685,225,23545
8723,347,48619
8740,57,5519
8740,130,12633
8740,169,16353
9481,130,9464
9481,184,14007
9481,405,32765
9481,405,32792
9492,63,4846
9508,120,12089
9508,184,18554
9508,184,18574
9508,215,21749
9508,215,21754
9509,105,9119
9509,244,23086
9509,389,37583
9509,448,43337
9509,448,43339
9511,100,8753
9511,121,10737
9511,121,10769
9514,143,11194
9514,143,11208
9514,194,14853
9564,304,21548
9564,371,27356
8667,257,20064
8684,6,1047
8684,133,15208
8684,133,15246
8684,239,25799
8685,63,6563
8685,63,6582
8686,199,20589
8723,26,3980
8723,103,15195
8723,114,16738
8723,170,24352
8723,170,24379
8723,179,25514
8723,179,25531
8740,164,15829
9481,250,19459
9481,419,33943
9509,55,4386
9509,55,4392
9509,218,20558
9509,387,37374
9513,141,13930
9513,141,13943
9535,56,3864
9535,56,3877
9535,170,11713
9564,34,3099
9564,34,3108
9538,12,998
9538,16,1216
9538,23,1694
9538,24,1761
9538,26,1878
9538,40,2814
9538,48,3343
9538,58,3956
9538,58,3961
9538,61,4133
9538,65,4403
9541,6,641
9541,51,3688
9541,74,5205
9541,78,5467
9541,108,7443
9541,120,8213
9541,128,8720
9541,130,8853
9517,10,855
9517,16,1369
9517,47,4131
9517,84,7206
9517,88,7535
9517,113,9704
9517,113,9724
9517,132,11440
9517,138,11977
9517,146,12581
9517,171,14590
9517,200,17126
9517,210,17860
9517,215,18354
9517,225,19188
9517,225,19197
9517,233,19905
9517,242,20640
9517,242,20653
9517,248,21174
9517,252,21555
9517,254,21729
9517,265,22579
9517,265,22586
9517,272,23166
9517,278,23672
9517,278,23683
9517,278,23714
9517,278,23715
9517,287,24341
9517,295,25096
9517,300,25512
9517,300,25514
9517,307,26088
9517,351,29849
9517,351,29864
9517,356,30269
9517,368,31286
9517,368,31302
9517,378,32141
9517,383,32558
9517,383,32571
9517,385,32793
9517,388,33036
9517,388,33052
9517,390,33247
9517,392,33406
9517,392,33415
9517,398,33959
9517,400,34111
9517,403,34389
9517,412,35197
9517,412,35225
9538,18,1352
9538,46,3212
9538,59,4025
9517,11,937
9517,21,1848
9517,27,2392
9517,48,4206
9517,52,4500
9517,66,5684
9517,69,5992
9517,74,6402
9517,74,6416
9517,74,6418
9517,82,6994
9517,82,6996
9517,82,7010
9517,82,7017
9517,89,7630
9517,105,9017
9517,127,10941
9517,127,10943
9517,127,10984
9517,173,14758
9517,212,18105
9517,227,19367
9517,231,19753
9517,239,20383
9517,241,20556
9517,255,21874
9517,261,22288
9517,269,22929
9517,271,23085
9517,271,23101
9517,277,23585
9517,277,23618
9517,304,25833
9517,306,25984
9517,315,26852
9517,326,27741
9517,333,28302
9517,341,28930
9517,341,28940
9517,344,29229
9517,365,31005
9517,377,32047
9517,387,32959
9517,402,34287
9517,402,34328
9517,409,34906
9517,409,34913
8638,182,18912
8638,395,42766
8675,70,7289
8675,167,18356
8675,237,27018
8684,476,52260
8684,480,52743
8685,109,11642
8685,124,13069
8723,81,11999
8740,384,38705
8766,36,4626
9481,4,274
9481,4,275
9492,34,2532
9493,185,13878
9508,220,22270
9509,47,3556
9509,47,3572
9509,81,6971
9509,81,6975
9511,61,5230
9515,10,609
9515,10,628
9535,442,30764
9542,317,22107
9542,317,22130
9544,34,2959
9544,34,2985
8638,115,11514
8638,129,12918
8638,379,40911
8667,221,17095
8672,180,20757
8672,180,20766
8672,180,20770
8675,127,13421
8675,127,13474
8675,163,17906
8679,223,18251
8679,452,44272
8681,356,29074
8684,199,21392
8684,199,21409
8684,199,21435
8684,301,32807
8684,438,47843
8684,438,47847
8684,438,47866
8685,106,11285
8723,90,13240
8723,90,13253
8723,90,13263
8723,208,29531
8723,292,41545
9481,125,9052
9481,277,21712
9492,10,685
9492,91,7042
9508,40,4475
9508,70,7282
9508,70,7294
9508,156,15846
9508,156,15859
9509,425,41253
9511,47,3956
9511,51,4315
9511,51,4319
9511,195,18151
9535,370,25883
9564,212,13771
8638,195,20374
8638,364,39214
8638,364,39266
8638,445,48280
8638,445,48282
8684,22,2948
8686,131,13474
8723,140,20391
8723,338,47360
8723,338,47387
9481,254,19844
9481,452,36744
9493,191,14320
9509,119,10511
9509,119,10540
9509,170,15692
9509,212,19933
9509,385,37130
9509,473,45328
9511,62,5334
9511,159,14282
9515,56,4638
9535,28,1955
9535,78,5400
9535,334,23268
8638,10,1029
8638,468,50966
8675,223,25282
8679,119,9541
8679,209,17031
8679,209,17039
8679,209,17058
8679,231,19062
8679,242,20024
8679,275,23199
8684,104,12290
8684,478,52505
8685,133,13950
8686,399,41985
8739,12,1310
9481,149,11018
9508,17,2295
9508,223,22593
9509,76,6473
9509,131,11696
9509,156,14233
9509,156,14248
9509,243,22948
9509,388,37462
9511,120,10599
9511,120,10602
9511,167,15182
9511,167,15188
9515,41,3283
9535,62,4285
9564,282,19765
8638,67,6664
8638,334,35892
8679,237,19582
8679,416,39745
8684,270,29346
8723,69,10287
8723,100,14751
8723,100,14773
8723,229,32550
8723,356,49847
9481,88,6248
9493,283,21185
9508,87,8923
9508,87,8944
9508,87,8967
9508,210,21237
9508,210,21252
9508,210,21277
9509,214,20155
9509,313,29927
9509,396,38372
9511,14,962
9511,40,3301
9511,40,3319
9511,75,6492
9517,1,22
8638,270,28842
8638,270,28849
8638,365,39359
8679,56,4954
8679,459,45132
8684,131,15041
8684,214,23105
8684,305,33253
8685,49,5208
8685,255,26769
8686,105,10860
8686,105,10861
8723,278,39542
8740,193,18683
9481,203,15532
9481,378,30404
9481,378,30426
9493,196,14707
9508,127,12845
9508,127,12846
9508,203,20504
9509,275,26216
9509,356,34085
9509,410,39676
9509,422,40902
9511,183,16937
9535,255,17733
9535,255,17762
9544,64,5382
9544,64,5405
9544,64,5411
9564,341,24733
8607,46,4185
8675,118,12326
8679,55,4852
8679,205,16702
8684,53,6362
8684,212,22858
8684,212,22878
8684,436,47641
8686,221,22959
8723,126,18412
8723,226,32093
8723,331,46378
8723,331,46396
9481,453,36797
9481,453,36798
9508,26,3163
9508,39,4361
9508,66,6905
9508,190,19163
9509,162,14843
9509,341,32585
9511,29,2384
9535,138,9498
9535,138,9510
9535,366,25623
9542,363,25540
9544,197,17302
8638,106,10515
8638,238,25288
8679,36,2819
8679,100,8219
8679,100,8232
8679,414,39532
8684,432,47116
8723,86,12696
8723,174,24950
8723,184,26278
8723,200,28460
8723,201,28579
8740,336,33746
9481,50,3827
9509,40,2880
9509,169,15601
9509,192,17863
9509,192,17912
9509,193,17982
9509,193,18005
9511,145,13010
9511,145,13012
9511,165,14973
9511,177,16250
9511,200,18786
9513,193,18566
9514,132,10287
9514,132,10290
9514,132,10291
9542,343,24088
9564,307,21765
9564,307,21771
8667,251,19449
8667,340,29410
8672,47,5446
8672,127,14518
8672,169,19474
8675,37,4146
8679,82,7024
8679,128,10218
8679,128,10237
8679,334,29703
8679,472,46633
8679,472,46649
8679,472,46663
8684,415,45294
8685,83,8703
8686,349,36685
8686,349,36688
8723,253,35967
9481,433,35139
9508,6,1193
9508,106,10801
9508,106,10810
9508,119,11996
9508,143,14489
9508,143,14498
9508,172,17408
9508,182,18363
9509,58,4702
9509,320,30561
9509,337,32230
9511,176,16142
9515,47,3862
9535,340,23739
9564,106,8891
9564,106,8894
9564,107,8998
8590,201,19192
8590,205,19583
8590,254,24544
8590,302,29413
8590,314,30661
8590,352,34537
8590,355,34868
8590,358,35158
8590,363,35628
8590,365,35813
8590,387,37825
8590,387,37840
8590,397,38833
8590,410,40190
8590,412,40375
8590,422,41402
8590,449,44150
8590,105,9918
8590,153,14516
8590,162,15447
8590,175,16702
8590,207,19756
8590,214,20449
8590,214,20464
8590,220,21050
8590,231,22135
8590,263,25470
8590,276,26744
8590,291,28300
8590,297,28930
8590,359,35264
8590,364,35719
8590,366,35904
8590,384,37513
8590,394,38546
8590,445,43717
8590,32,2967
8590,33,3062
8590,136,12796
8590,149,14123
8590,181,17235
8590,181,17250
8590,194,18519
8590,199,18996
8590,243,23410
8590,253,24447
8590,296,28826
8590,320,31282
8590,396,38733
8590,401,39235
8590,477,46962
8758,304,33424
8590,5,543
8590,30,2762
8590,34,3164
8590,55,5038
8758,282,30625
8758,284,30895
8758,357,39984
8609,65,5182
8609,65,5186
8609,66,5263
8609,66,5274
8610,20,1140
8610,31,1873
8611,16,984
8611,21,1334
8611,31,2002
8611,49,3372
8614,17,1416
8615,1,25
8615,13,817
8615,18,1186
8615,22,1455
8615,23,1548
8615,33,2262
8617,42,3056
8609,12,1334
8609,12,1342
8609,12,1364
8609,38,3343
8610,5,194
8610,88,4775
8610,97,5411
8610,97,5415
8610,102,5787
8610,102,5794
8614,35,2684
8615,21,1400
8615,29,1984
8615,41,2846
8609,14,1505
8609,41,3586
8610,19,1085
8610,81,4281
8610,87,4708
8610,95,5249
8610,106,6059
8614,52,3817
8614,67,4878
8614,73,5306
8614,77,5583
8615,28,1912
8625,12,861
8625,14,1043
8625,26,1957
8625,37,2856
8711,8,1113
8711,8,1130
8711,11,1759
8711,15,2668
8711,15,2715
8711,19,3352
8711,24,4106
8711,26,4411
8711,28,4717
8590,235,22534
8590,319,31170
8590,338,33149
8590,380,37161
8590,382,37351
8590,382,37370
8590,407,39854
8590,439,43134
8612,2,96
8612,4,243
8612,24,1890
8612,25,1958
8625,1,25
8625,5,369
8625,15,1099
8625,19,1431
8625,21,1597
8625,22,1643
8625,23,1718
8711,5,766
8711,12,2004
8711,13,2189
8711,13,2355
8711,21,3614
8711,22,3744
8742,87,405
8610,93,5105
8610,98,5495
8610,98,5516
8610,104,5917
8611,22,1392
8611,22,1410
8611,41,2728
8614,5,487
8614,53,3901
8614,61,4457
8614,70,5091
8617,9,709
8617,31,2388
8617,33,2508
8617,38,2774
8617,43,3141
8617,50,3644
8617,55,3969
8617,57,4137
8617,59,4266
8610,13,694
8610,13,698
8610,18,1020
8610,32,1941
8610,61,3102
8610,91,4983
8610,91,4999
8610,99,5601
8610,100,5657
8610,105,5991
8610,107,6131
8611,13,740
8611,24,1511
8611,29,1841
8611,46,3139
8614,18,1492
8614,41,3105
8607,142,12848
8638,88,8585
8638,247,26206
8667,344,29814
8667,344,29847
8672,175,20161
8672,175,20186
8675,193,21581
8679,45,3756
8679,139,11168
8684,56,6724
8684,349,37951
8684,391,42529
8686,81,8344
8686,81,8356
8686,264,27444
8723,105,15426
8723,144,20945
8723,219,31160
8723,273,38818
9508,207,20893
9508,207,20902
9509,99,8536
9509,135,12084
9509,211,19838
9509,317,30267
9509,317,30285
9511,80,6957
9511,80,6978
9511,161,14497
9515,7,430
9515,7,443
9535,123,8456
9542,353,24810
9564,32,2915
9564,76,6755
8586,459,41052
8638,196,20463
8638,196,20497
8638,328,35253
8675,69,7157
8675,69,7173
8675,176,19474
8679,4,275
8679,392,36765
8684,158,17473
8684,344,37380
8684,405,44188
8684,469,51413
8684,469,51462
8686,97,9996
8723,23,3552
8723,133,19398
8723,151,21863
8723,151,21877
8723,266,37852
8723,301,42824
8723,357,50000
9493,103,7667
9508,43,4744
9508,43,4779
9508,86,8836
9509,152,13777
9509,152,13782
9509,187,17345
9509,209,19644
9509,346,33113
9511,166,15059
9513,111,11110
9513,111,11127
9535,245,17039
8638,9,932
8638,284,30319
8638,377,40696
8667,284,22868
8672,151,17334
8675,75,7903
8679,336,29987
8679,415,39633
8679,415,39653
8684,12,1757
8684,64,7700
8684,149,16690
8684,225,24314
8684,229,24636
8684,229,24670
8685,150,15650
8686,244,25544
8686,276,28622
8686,331,34553
8686,331,34557
8723,113,16588
9492,112,8658
9493,259,19503
9493,259,19506
9493,269,20206
9508,92,9432
9508,174,17566
9508,191,19278
9509,35,2324
9509,35,2368
9509,74,6302
9509,296,28332
9509,304,28976
9509,372,35761
9511,124,11089
9535,186,12858
9535,307,21370
9535,433,30147
9535,433,30155
8607,87,7850
8638,102,10154
8638,102,10171
8638,280,29898
8638,448,48625
8667,304,25167
8675,164,18005
8675,192,21478
8679,20,1557
8679,145,11674
8679,420,40255
8684,240,25930
8684,370,40316
8685,18,1808
8685,246,25788
8723,28,4220
8740,224,21947
8766,54,6925
8766,176,21928
9481,44,3331
9481,273,21372
9493,169,12659
9493,169,12673
9509,200,18698
9509,200,18733
9511,132,11806
9514,189,14407
9515,46,3725
9542,276,19148
9544,145,12687
8607,145,13110
8638,200,20858
8672,129,14798
8675,44,4962
8675,154,16760
8675,154,16762
8675,154,16796
8679,385,35971
8684,183,19674
8684,242,26182
8684,242,26200
8684,338,36840
8685,297,30983
8685,297,31004
8710,72,6730
8723,132,19332
8723,160,23050
8723,243,34559
8740,276,27385
8766,1,31
8766,1,38
9481,81,5699
9481,81,5703
