n_train,latent_dim,seed,vae_best_epoch,vae_best_val_loss,flow_best_epoch,flow_best_val_nll,train_RE_mean,val_RE_mean,kaon_RE_mean,auc,best_thr_nll,purity,precision,kaon_eff,recall,f1,proton_fpr,proton_eff,tn,fp,fn,tp,kaon_eff_at_1pct_fpr,valp_below_n,valp_below_mass_mean,valp_below_mass_std,valp_below_chi2_k_mean,valp_below_chi2_k_std,valp_below_chi2_p_mean,valp_below_chi2_p_std,valp_below_RE_mean,valp_below_RE_std,valp_above_n,valp_above_mass_mean,valp_above_mass_std,valp_above_chi2_k_mean,valp_above_chi2_k_std,valp_above_chi2_p_mean,valp_above_chi2_p_std,valp_above_RE_mean,valp_above_RE_std,kaon_below_n,kaon_below_mass_mean,kaon_below_mass_std,kaon_below_chi2_k_mean,kaon_below_chi2_k_std,kaon_below_chi2_p_mean,kaon_below_chi2_p_std,kaon_below_RE_mean,kaon_below_RE_std,kaon_above_n,kaon_above_mass_mean,kaon_above_mass_std,kaon_above_chi2_k_mean,kaon_above_chi2_k_std,kaon_above_chi2_p_mean,kaon_above_chi2_p_std,kaon_above_RE_mean,kaon_above_RE_std
5421,2,242,94,1612.2550714666193,47,0.9708123883270208,0.11697298288345337,0.12101759016513824,0.49954888224601746,0.8459265218557255,1.8204560279846191,0.7125,0.7125,0.7772727272727272,0.7772727272727272,0.7434782608695653,0.25442477876106195,0.745575221238938,1011,345,245,855,0.26636363636363636,1011,934.8848876953125,62.94540786743164,2.1073997020721436,2.423319101333618,1.9049508571624756,2.8661839962005615,0.10785935074090958,0.053656287491321564,345,933.0924682617188,71.9181900024414,1.9737318754196167,1.5945707559585571,1.403039813041687,1.7844430208206177,0.15957695245742798,0.1210031509399414,245,509.4519958496094,72.71600341796875,2.8037123680114746,3.8717641830444336,3.1252496242523193,3.1482717990875244,0.2773890793323517,0.23249712586402893,855,494.10888671875,63.784767150878906,3.496661424636841,8.245138168334961,3.6650142669677734,6.104087829589844,0.5632086992263794,0.34885671734809875
5421,2,1242,87,1636.6003750887785,77,1.0196463017832509,0.11907419562339783,0.12293164432048798,0.5041311383247375,0.8483319924912844,1.8136255741119385,0.7170283806343907,0.7170283806343907,0.7809090909090909,0.7809090909090909,0.7476066144473456,0.25,0.75,1017,339,241,859,0.26545454545454544,1017,934.7257690429688,63.50148391723633,2.0626747608184814,2.353893995285034,1.8709526062011719,2.7901971340179443,0.10816022008657455,0.055419232696294785,339,933.5381469726562,70.59554290771484,2.1055400371551514,1.8688770532608032,1.4961509704589844,2.114935874938965,0.16724595427513123,0.12382572889328003,241,512.2466430664062,74.94649505615234,2.7248971462249756,3.8514668941497803,3.07568359375,3.1649701595306396,0.2667980194091797,0.2342645823955536,859,493.396240234375,62.89960479736328,3.5155467987060547,8.230950355529785,3.6764066219329834,6.090025901794434,0.5707169771194458,0.34640470147132874
5421,2,2242,48,1706.1797041459517,28,1.011908525261431,0.1305580884218216,0.13448046147823334,0.5037468671798706,0.8408702064896755,2.130493640899658,0.7480988593155894,0.7480988593155894,0.7154545454545455,0.7154545454545455,0.7314126394052045,0.19542772861356933,0.8045722713864307,1091,265,313,787,0.22090909090909092,1091,934.88623046875,64.3310546875,2.061189651489258,2.3472747802734375,1.8310003280639648,2.739788055419922,0.12132744491100311,0.060602422803640366,265,932.5462036132812,69.35038757324219,2.1236259937286377,1.7451962232589722,1.5559720993041992,2.1839561462402344,0.18863120675086975,0.13566963374614716,313,508.6788024902344,72.55623626708984,2.7692065238952637,3.848986864089966,3.1046226024627686,3.14764142036438,0.29255446791648865,0.2523875832557678,787,493.0906677246094,62.92888641357422,3.570258617401123,8.518811225891113,3.719855546951294,6.2920756340026855,0.5877407789230347,0.3440013825893402
5421,4,442,59,1052.7782093394887,47,2.5893668781547476,0.060979608446359634,0.063878633081913,0.43338459730148315,0.8650167605256102,4.8133649826049805,0.8155241935483871,0.8155241935483871,0.7354545454545455,0.7354545454545455,0.7734225621414914,0.13495575221238937,0.8650442477876106,1173,183,291,809,0.3609090909090909,1173,933.8548583984375,65.84164428710938,1.9893568754196167,2.2415950298309326,1.7328617572784424,2.655947208404541,0.0511566661298275,0.02177206240594387,183,938.1080322265625,61.937137603759766,2.612036943435669,2.1738779544830322,2.0617873668670654,2.538555383682251,0.14542439579963684,0.10154068470001221,291,515.6792602539062,81.27560424804688,2.8915278911590576,6.050693988800049,3.0864903926849365,4.702904224395752,0.13921819627285004,0.1323145180940628,809,490.9964904785156,58.481788635253906,3.5044751167297363,7.953176975250244,3.7096471786499023,5.865312576293945,0.5391972661018372,0.3168010711669922
5421,4,1442,53,1066.647988059304,62,2.318205097103646,0.06600629538297653,0.06931484490633011,0.4484790563583374,0.8637443014212927,4.867693901062012,0.83125,0.83125,0.7254545454545455,0.7254545454545455,0.7747572815533981,0.11946902654867257,0.8805309734513275,1194,162,302,798,0.3409090909090909,1194,933.6444702148438,65.7796859741211,1.9997884035110474,2.2472386360168457,1.7311856746673584,2.6461071968078613,0.056548990309238434,0.023357417434453964,162,940.2102661132812,61.734527587890625,2.6158719062805176,2.1316606998443604,2.1167802810668945,2.593447208404541,0.16340389847755432,0.10979556292295456,302,519.1804809570312,78.41651916503906,2.731796979904175,5.912930965423584,2.9287073612213135,4.603443145751953,0.15388156473636627,0.1531568467617035,798,489.3312072753906,58.883480072021484,3.573373794555664,8.009330749511719,3.777949571609497,5.901444435119629,0.5599683523178101,0.3251103460788727
5421,4,2442,54,1030.7950356223366,126,2.237917565728639,0.06066969782114029,0.06346848607063293,0.43662363290786743,0.8660498793242155,4.631094932556152,0.8,0.8,0.7636363636363637,0.7636363636363637,0.7813953488372093,0.15486725663716813,0.8451327433628318,1146,210,260,840,0.31272727272727274,1146,933.4751586914062,65.75055694580078,1.991119384765625,2.2549078464508057,1.7296828031539917,2.658604860305786,0.04958155006170273,0.021909046918153763,210,939.6334838867188,62.83173370361328,2.5223615169525146,2.1190688610076904,2.0368456840515137,2.539191246032715,0.1392514705657959,0.09618443995714188,260,517.33447265625,80.20265197753906,2.9855074882507324,6.299553871154785,3.19051456451416,5.030615329742432,0.13653206825256348,0.15102840960025787,840,491.39501953125,59.89565658569336,3.4527652263641357,7.833518981933594,3.654451608657837,5.7455573081970215,0.5295091271400452,0.31914404034614563
5421,6,642,29,996.6962141557174,141,1.4812875834617825,0.055655017495155334,0.057408083230257034,0.391019344329834,0.9212925717350495,6.372600555419922,0.8604868913857678,0.8604868913857678,0.8354545454545454,0.8354545454545454,0.8477859778597786,0.10988200589970501,0.890117994100295,1207,149,181,919,0.43,1207,934.2360229492188,64.81787872314453,1.991746187210083,2.155686616897583,1.693260908126831,2.572237253189087,0.04831219092011452,0.01843266375362873,149,935.9915161132812,69.48515319824219,2.734772205352783,2.7668204307556152,2.4576377868652344,3.07613205909729,0.13109096884727478,0.08080612123012543,181,539.8494262695312,84.67389678955078,2.5678277015686035,3.3758509159088135,2.705758571624756,3.125459671020508,0.0854308158159256,0.11445406079292297,919,489.19049072265625,58.39997100830078,3.4948620796203613,8.059197425842285,3.7100443840026855,5.939327716827393,0.4512059986591339,0.2880050837993622
5421,6,1642,90,868.3409368341619,148,3.3200631523659214,0.04180913791060448,0.04626386985182762,0.3902033567428589,0.91467417538214,7.289045333862305,0.8575581395348837,0.8575581395348837,0.8045454545454546,0.8045454545454546,0.8302063789868668,0.1084070796460177,0.8915929203539823,1209,147,215,885,0.4527272727272727,1209,933.9366455078125,65.66048431396484,2.0124244689941406,2.2339255809783936,1.7245134115219116,2.68947434425354,0.037889257073402405,0.015036267228424549,147,938.4773559570312,62.54123306274414,2.574812173843384,2.2522218227386475,2.2110023498535156,2.1716179847717285,0.11514079570770264,0.07722069323062897,215,528.1554565429688,83.11238098144531,2.59375,3.140491485595703,2.830411672592163,2.936291456222534,0.07987823337316513,0.0825347900390625,885,490.0851745605469,59.032169342041016,3.524179220199585,8.20727252960205,3.7183444499969482,6.0458664894104,0.4655930995941162,0.30986538529396057
5421,6,2642,62,909.9425908868963,25,4.718590825082628,0.0502893328666687,0.05382270738482475,0.4000551700592041,0.8906285197103782,6.7170090675354,0.7801231310466139,0.7801231310466139,0.8063636363636364,0.8063636363636364,0.7930263746088512,0.18436578171091444,0.8156342182890856,1106,250,213,887,0.30454545454545456,1106,934.6397705078125,65.26268768310547,1.968098759651184,2.2451422214508057,1.7093989849090576,2.616534948348999,0.041946277022361755,0.017655404284596443,250,933.4959716796875,65.70941162109375,2.5392050743103027,2.171398878097534,2.077434539794922,2.7364895343780518,0.10636401176452637,0.08656615018844604,213,525.1193237304688,80.82160186767578,2.3698747158050537,2.778214454650879,2.6959166526794434,2.6955671310424805,0.10527198016643524,0.11431236565113068,887,490.90008544921875,60.31869888305664,3.5758416652679443,8.223727226257324,3.7486391067504883,6.06242036819458,0.47084301710128784,0.3081896901130676
5421,8,842,79,857.9568758877841,115,3.839808399945113,0.040258459746837616,0.0439051128923893,0.3833635449409485,0.9166301287208367,8.839839935302734,0.8428308823529411,0.8428308823529411,0.8336363636363636,0.8336363636363636,0.8382084095063985,0.1261061946902655,0.8738938053097345,1185,171,183,917,0.3709090909090909,1185,933.8379516601562,64.72769165039062,2.0090930461883545,2.258622169494629,1.7321568727493286,2.675950288772583,0.035963986068964005,0.013879260048270226,171,938.5240478515625,69.36524200439453,2.5189669132232666,2.074486017227173,2.089754819869995,2.376288414001465,0.09893567115068436,0.06610631197690964,183,533.450439453125,81.46607208251953,2.6360490322113037,3.336731195449829,2.82218861579895,3.0716190338134766,0.06975419074296951,0.06136998534202576,917,490.35699462890625,60.188201904296875,3.483268976211548,8.071065902709961,3.688999891281128,5.95306396484375,0.44594860076904297,0.30444589257240295
